connection,panel,receiver,entry_x_mm,entry_y_mm,entry_z_mm,direction_x,direction_y,direction_z,reserve_diameter_mm,reserve_depth_mm,missing_receiver_volume_mm3,intersecting_other_fasteners,passes_nominal_reserve
timber_panel_lower_right_6,main_lower_right,base_principal_right,19.05,490.66896917707743,859.211100341463,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_7,main_lower_right,base_side_right,1200.15,229.4400846004679,547.8906386579104,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_8,main_lower_right,base_side_right,1200.15,490.66896917707743,859.211100341463,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_9,main_lower_right,base_rail_bottom_right,412.75000000000006,6.167808375848537,281.8051013405334,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_10,main_lower_right,base_rail_bottom_right,809.45,6.167808375848537,281.8051013405334,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_11,main_lower_right,base_rail_mid_lower_right,412.75000000000006,739.6527497891585,1155.9384153835992,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_12,main_lower_right,base_rail_mid_lower_right,809.45,739.6527497891585,1155.9384153835992,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_1,main_upper_left,base_side_left,-1200.15,790.4651103348795,1216.4942286121545,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_2,main_upper_left,base_side_left,-1200.15,1471.3057465148618,2027.888502763776,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_3,main_upper_left,base_principal_left,-57.150000000000006,790.4651103348795,1216.4942286121545,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_4,main_upper_left,base_principal_left,-57.150000000000006,1471.3057465148618,2027.888502763776,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_5,main_upper_left,base_side_left,-1200.15,1013.1267383302966,1481.8520237085684,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_6,main_upper_left,base_side_left,-1200.15,1274.3556229069063,1793.1724853921212,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_7,main_upper_left,base_principal_left,-57.150000000000006,1013.1267383302966,1481.8520237085684,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_8,main_upper_left,base_principal_left,-57.150000000000006,1274.3556229069063,1793.1724853921212,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_9,main_upper_left,base_rail_mid_upper_left,-819.1500000000001,764.1429577182156,1185.1247086664323,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_10,main_upper_left,base_rail_mid_upper_left,-438.1500000000001,764.1429577182156,1185.1247086664323,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_11,main_upper_left,base_rail_top,-819.1500000000001,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_12,main_upper_left,base_rail_top,-438.1500000000001,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_1,main_upper_right,base_principal_right,19.05,790.4651103348795,1216.4942286121545,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_2,main_upper_right,base_principal_right,19.05,1471.3057465148618,2027.888502763776,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_3,main_upper_right,base_side_right,1200.15,790.4651103348795,1216.4942286121545,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_4,main_upper_right,base_side_right,1200.15,1471.3057465148618,2027.888502763776,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_5,main_upper_right,base_principal_right,19.05,1013.1267383302966,1481.8520237085684,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_6,main_upper_right,base_principal_right,19.05,1274.3556229069063,1793.1724853921212,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_7,main_upper_right,base_side_right,1200.15,1013.1267383302966,1481.8520237085684,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_8,main_upper_right,base_side_right,1200.15,1274.3556229069063,1793.1724853921212,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_9,main_upper_right,base_rail_mid_upper_right,412.75000000000006,764.1429577182156,1185.1247086664323,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_10,main_upper_right,base_rail_mid_upper_right,806.45,764.1429577182156,1185.1247086664323,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_11,main_upper_right,base_rail_top,412.75000000000006,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_12,main_upper_right,base_rail_top,806.45,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_kicker_left_0_1,kicker_left,base_post_outer_left,-1200.15,-36.0,60.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_left_0_2,kicker_left,base_post_outer_left,-1200.15,-36.0,140.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_left_1_1,kicker_left,base_post_center_left_front,-57.150000000000006,-36.0,60.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_left_1_2,kicker_left,base_post_center_left_front,-57.150000000000006,-36.0,140.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_0_1,kicker_right,base_post_center_right_front,19.05,-36.0,60.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_0_2,kicker_right,base_post_center_right_front,19.05,-36.0,140.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_1_1,kicker_right,base_post_outer_right,1200.15,-36.0,60.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_1_2,kicker_right,base_post_outer_right,1200.15,-36.0,140.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
