connection,kind,members,length_mm,diameter_mm,x_mm,y_mm,z_mm,dx,dy,dz,status
clip_split_top_center_left_beam_2,screw,clip_split_top_center_left + base_rail_top,38.1,6.35,-124.94274,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_beam_3,screw,clip_split_top_center_left + base_rail_top,38.1,6.35,-131.29273999999998,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_upright_1,screw,clip_split_top_center_left + base_principal_center_left,38.1,6.35,-91.60524,1449.1078332943139,2080.4648303396025,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_upright_2,screw,clip_split_top_center_left + base_principal_center_left,38.1,6.35,-91.60524,1415.8398386899714,2100.0906560548547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_left_upright_3,screw,clip_split_top_center_left + base_principal_center_left,38.1,6.35,-91.60524,1390.7352467286478,2129.445246197717,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_beam_1,screw,clip_split_base_center_left + base_header,38.1,6.35,-131.29273999999998,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_beam_2,screw,clip_split_base_center_left + base_header,38.1,6.35,-124.94274,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_beam_3,screw,clip_split_base_center_left + base_header,38.1,6.35,-131.29273999999998,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_upright_1,screw,clip_split_base_center_left + base_principal_center_left,38.1,6.35,-91.60524,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_upright_2,screw,clip_split_base_center_left + base_principal_center_left,38.1,6.35,-91.60524,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_left_upright_3,screw,clip_split_base_center_left + base_principal_center_left,38.1,6.35,-91.60524,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_beam_1,screw,clip_split_header_center_left + base_header,38.1,6.35,-131.29273999999998,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_beam_2,screw,clip_split_header_center_left + base_header,38.1,6.35,-124.94274,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_beam_3,screw,clip_split_header_center_left + base_header,38.1,6.35,-131.29273999999998,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_upright_1,screw,clip_split_header_center_left + base_post_center_left,38.1,6.35,-91.60524,-115.375,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_upright_2,screw,clip_split_header_center_left + base_post_center_left,38.1,6.35,-91.60524,-153.475,144.65726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_left_upright_3,screw,clip_split_header_center_left + base_post_center_left,38.1,6.35,-91.60524,-191.575,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_beam_1,screw,clip_split_top_center_right + base_rail_top,38.1,6.35,131.29273999999998,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_beam_2,screw,clip_split_top_center_right + base_rail_top,38.1,6.35,124.94274,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_beam_3,screw,clip_split_top_center_right + base_rail_top,38.1,6.35,131.29273999999998,1470.536765232239,2106.0028369620813,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_upright_1,screw,clip_split_top_center_right + base_principal_center_right,38.1,6.35,91.60524,1390.7352467286478,2129.445246197717,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_upright_2,screw,clip_split_top_center_right + base_principal_center_right,38.1,6.35,91.60524,1415.8398386899714,2100.0906560548547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_top_center_right_upright_3,screw,clip_split_top_center_right + base_principal_center_right,38.1,6.35,91.60524,1449.1078332943139,2080.4648303396025,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_right_beam_1,screw,clip_split_base_center_right + base_header,38.1,6.35,131.29273999999998,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_right_beam_2,screw,clip_split_base_center_right + base_header,38.1,6.35,124.94274,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_right_beam_3,screw,clip_split_base_center_right + base_header,38.1,6.35,131.29273999999998,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_right_upright_1,screw,clip_split_base_center_right + base_principal_center_right,38.1,6.35,91.60524,-96.9,260.89274,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_right_upright_2,screw,clip_split_base_center_right + base_principal_center_right,38.1,6.35,91.60524,-135.0,267.24274,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_base_center_right_upright_3,screw,clip_split_base_center_right + base_principal_center_right,38.1,6.35,91.60524,-173.1,260.89274,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_right_beam_1,screw,clip_split_header_center_right + base_header,38.1,6.35,131.29273999999998,-191.575,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_right_beam_2,screw,clip_split_header_center_right + base_header,38.1,6.35,124.94274,-153.475,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_right_beam_3,screw,clip_split_header_center_right + base_header,38.1,6.35,131.29273999999998,-115.375,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_right_upright_1,screw,clip_split_header_center_right + base_post_center_right,38.1,6.35,91.60524,-191.575,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_right_upright_2,screw,clip_split_header_center_right + base_post_center_right,38.1,6.35,91.60524,-153.475,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_split_header_center_right_upright_3,screw,clip_split_header_center_right + base_post_center_right,38.1,6.35,91.60524,-115.375,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_left_beam_1,screw,clip_angle_base_left + base_header,38.1,6.35,-1138.8572600000002,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_left_beam_2,screw,clip_angle_base_left + base_header,38.1,6.35,-1145.2072600000001,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_left_beam_3,screw,clip_angle_base_left + base_header,38.1,6.35,-1138.8572600000002,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_left_upright_1,screw,clip_angle_base_left + base_side_left,38.1,6.35,-1178.5447600000002,-96.9,260.89274,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_left_upright_2,screw,clip_angle_base_left + base_side_left,38.1,6.35,-1178.5447600000002,-135.0,267.24274,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_left_upright_3,screw,clip_angle_base_left + base_side_left,38.1,6.35,-1178.5447600000002,-173.1,260.89274,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_right_beam_1,screw,clip_angle_base_right + base_header,38.1,6.35,1138.8572600000002,-173.1,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_right_beam_2,screw,clip_angle_base_right + base_header,38.1,6.35,1145.2072600000001,-135.0,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_right_beam_3,screw,clip_angle_base_right + base_header,38.1,6.35,1138.8572600000002,-96.9,227.55524,-0.0,-0.0,-1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_right_upright_1,screw,clip_angle_base_right + base_side_right,38.1,6.35,1178.5447600000002,-173.1,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_right_upright_2,screw,clip_angle_base_right + base_side_right,38.1,6.35,1178.5447600000002,-135.0,267.24274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_angle_base_right_upright_3,screw,clip_angle_base_right + base_side_right,38.1,6.35,1178.5447600000002,-96.9,260.89274,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_1_beam_1,screw,clip_horizontal_bottom_left_1 + base_rail_bottom_left,38.1,6.35,-1138.8572600000002,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_1_beam_2,screw,clip_horizontal_bottom_left_1 + base_rail_bottom_left,38.1,6.35,-1145.2072600000001,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_1_beam_3,screw,clip_horizontal_bottom_left_1 + base_rail_bottom_left,38.1,6.35,-1138.8572600000002,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_1_upright_1,screw,clip_horizontal_bottom_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,2.56926317963347,356.5472925793402,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_1_upright_2,screw,clip_horizontal_bottom_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,-22.535328781689945,385.9018827222029,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_1_upright_3,screw,clip_horizontal_bottom_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,-55.80332338603243,405.5277084374547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_2_beam_1,screw,clip_horizontal_bottom_left_2 + base_rail_bottom_left,38.1,6.35,-131.29273999999998,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_2_beam_2,screw,clip_horizontal_bottom_left_2 + base_rail_bottom_left,38.1,6.35,-124.94274,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_2_beam_3,screw,clip_horizontal_bottom_left_2 + base_rail_bottom_left,38.1,6.35,-131.29273999999998,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_2_upright_1,screw,clip_horizontal_bottom_left_2 + base_principal_center_left,38.1,6.35,-91.60524,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_2_upright_2,screw,clip_horizontal_bottom_left_2 + base_principal_center_left,38.1,6.35,-91.60524,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_bottom_left_2_upright_3,screw,clip_horizontal_bottom_left_2 + base_principal_center_left,38.1,6.35,-91.60524,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_1_beam_1,screw,clip_horizontal_lower_left_1 + base_rail_service_lower_left,38.1,6.35,-1138.8572600000002,532.0593834837634,1106.1152013016913,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_1_beam_2,screw,clip_horizontal_lower_left_1 + base_rail_service_lower_left,38.1,6.35,-1145.2072600000001,561.2456767665964,1081.624993372634,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_1_beam_3,screw,clip_horizontal_lower_left_1 + base_rail_service_lower_left,38.1,6.35,-1138.8572600000002,590.4319700494293,1057.1347854435767,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_1_upright_1,screw,clip_horizontal_lower_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,510.63045154583835,1080.5771946792124,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_1_upright_2,screw,clip_horizontal_lower_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,535.7350435071618,1051.2226045363495,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_1_upright_3,screw,clip_horizontal_lower_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,569.0030381115042,1031.5967788210978,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_2_beam_1,screw,clip_horizontal_lower_left_2 + base_rail_service_lower_left,38.1,6.35,-131.29273999999998,590.4319700494293,1057.1347854435767,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_2_beam_2,screw,clip_horizontal_lower_left_2 + base_rail_service_lower_left,38.1,6.35,-124.94274,561.2456767665964,1081.624993372634,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_horizontal_lower_left_2_beam_3,screw,clip_horizontal_lower_left_2 + base_rail_service_lower_left,38.1,6.35,-131.29273999999998,532.0593834837634,1106.1152013016913,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
