connection,member,datum,origin_x_mm,origin_y_mm,origin_z_mm,along_y,along_z,cross_y,cross_z,along_from_corner_mm,signed_cross_from_corner_mm,hole_diameter_mm,instruction
rail_front_bolt_left_2,base_post_outer_left,Minimum-X side face; lowest along-grain physical profile corner,-1181.1000000000001,-175.7,0.0,0.0,1.0,1.0,0.0,98.0,72.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_front_bolt_left_2,base_floor_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-210.0,139.7,1.0,0.0,0.0,-1.0,107.0,41.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_left_1,base_floor_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-210.0,139.7,1.0,0.0,0.0,-1.0,1741.819908234339,69.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_left_1,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,93.82742131550786,-88.24834949647817,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_left_2,base_floor_left,Minimum-X side face; lowest along-grain physical profile corner,-1219.2,-210.0,139.7,1.0,0.0,0.0,-1.0,1772.819908234339,41.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_left_2,lumber_leg_left,Minimum-X side face; lowest along-grain physical profile corner,-1308.1000000000001,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,113.60121567121467,-51.45165050352207,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_front_bolt_right_1,base_post_outer_right,Minimum-X side face; lowest along-grain physical profile corner,1143.0000000000002,-175.7,0.0,0.0,1.0,1.0,0.0,70.0,41.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_front_bolt_right_1,base_floor_right,Minimum-X side face; lowest along-grain physical profile corner,1181.1000000000001,-210.0,139.7,1.0,0.0,0.0,-1.0,76.0,69.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_front_bolt_right_2,base_post_outer_right,Minimum-X side face; lowest along-grain physical profile corner,1143.0000000000002,-175.7,0.0,0.0,1.0,1.0,0.0,98.0,72.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_front_bolt_right_2,base_floor_right,Minimum-X side face; lowest along-grain physical profile corner,1181.1000000000001,-210.0,139.7,1.0,0.0,0.0,-1.0,107.0,41.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_right_1,base_floor_right,Minimum-X side face; lowest along-grain physical profile corner,1181.1000000000001,-210.0,139.7,1.0,0.0,0.0,-1.0,1741.819908234339,69.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_right_1,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,93.82742131550786,-88.24834949647817,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_right_2,base_floor_right,Minimum-X side face; lowest along-grain physical profile corner,1181.1000000000001,-210.0,139.7,1.0,0.0,0.0,-1.0,1772.819908234339,41.69999999999999,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
rail_rear_bolt_right_2,lumber_leg_right,Minimum-X side face; lowest along-grain physical profile corner,1219.2,1639.9464830416932,0.0,-0.23915183196324324,0.9709821838059775,0.9709821838059772,0.2391518319632432,113.60121567121467,-51.45165050352207,11.1125,Axis normal to side face; use profile to identify corner and positive directions. Conditional package dimensions; follow the stated installation assumptions.
