step,increment,attempt,iteration,pair_id,category,master_owner,slave_owner,contact_element_count,active_face_pair_signature_count
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_nut,nut_washer_to_nut,M03_A00_NUT,M02_A00_NUT_WASHER,5978,268
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M05_A01_HEAD_WASHER,6324,204
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_head,head_washer_to_head,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,M05_A01_HEAD_WASHER,6487,317
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M06_A01_NUT_WASHER,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_nut,nut_washer_to_nut,M07_A01_NUT,M06_A01_NUT_WASHER,6057,256
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,1,bottom_center_right_cleat_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,6136,241
1,1,1,1,bottom_center_right_cleat_to_base_rail_bottom_right::wood_to_wood,wood_wood_finite_interface,W01_BASE_RAIL_BOTTOM_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,1,1
1,1,1,2,base_rail_bottom_right_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W01_BASE_RAIL_BOTTOM_RIGHT,1241,53
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M09_A02_HEAD_WASHER,4715,192
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_head,head_washer_to_head,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,M09_A02_HEAD_WASHER,7044,207
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,3695,148
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,6142,184
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,3075,131
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,7065,201
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,2617,111
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,6280,175
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M14_A03_NUT_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M01_A00_HEAD_WASHER,5259,200
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_head,head_washer_to_head,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,M01_A00_HEAD_WASHER,6957,201
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M02_A00_NUT_WASHER,7369,174
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_nut,nut_washer_to_nut,M03_A00_NUT,M02_A00_NUT_WASHER,2682,237
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M05_A01_HEAD_WASHER,3267,150
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_head,head_washer_to_head,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,M05_A01_HEAD_WASHER,5396,151
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M06_A01_NUT_WASHER,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_nut,nut_washer_to_nut,M07_A01_NUT,M06_A01_NUT_WASHER,2421,216
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,2,bottom_center_right_cleat_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,5408,232
1,1,1,2,bottom_center_right_cleat_to_base_rail_bottom_right::wood_to_wood,wood_wood_finite_interface,W01_BASE_RAIL_BOTTOM_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,7773,182
1,1,1,3,base_rail_bottom_right_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W01_BASE_RAIL_BOTTOM_RIGHT,663,44
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M09_A02_HEAD_WASHER,2706,137
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_head,head_washer_to_head,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,M09_A02_HEAD_WASHER,3202,102
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,1927,110
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,2860,93
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,2262,98
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,3600,113
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,1332,81
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,3083,87
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M14_A03_NUT_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M01_A00_HEAD_WASHER,5162,185
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1/head_washer_to_head,head_washer_to_head,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,M01_A00_HEAD_WASHER,8305,210
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M02_A00_NUT_WASHER,3795,133
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1/nut_washer_to_nut,nut_washer_to_nut,M03_A00_NUT,M02_A00_NUT_WASHER,6269,175
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M01_A00_HEAD_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M02_A00_NUT_WASHER,M00_A00_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M05_A01_HEAD_WASHER,1745,96
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2/head_washer_to_head,head_washer_to_head,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,M05_A01_HEAD_WASHER,2125,58
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W01_BASE_RAIL_BOTTOM_RIGHT,M06_A01_NUT_WASHER,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2/nut_washer_to_nut,nut_washer_to_nut,M07_A01_NUT,M06_A01_NUT_WASHER,1287,157
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2::base_rail_bottom_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W01_BASE_RAIL_BOTTOM_RIGHT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M05_A01_HEAD_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center/clip_horizontal_bottom_right_1/rail_2::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M06_A01_NUT_WASHER,M04_A01_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,3,bottom_center_right_cleat_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,3143,211
1,1,1,3,bottom_center_right_cleat_to_base_rail_bottom_right::wood_to_wood,wood_wood_finite_interface,W01_BASE_RAIL_BOTTOM_RIGHT,W00_BOTTOM_CENTER_RIGHT_CLEAT,6967,241
1,1,1,4,base_rail_bottom_right_to_base_principal_center_right::wood_to_wood,wood_wood_finite_interface,W02_BASE_PRINCIPAL_CENTER_RIGHT,W01_BASE_RAIL_BOTTOM_RIGHT,506,42
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M09_A02_HEAD_WASHER,1740,92
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1/head_washer_to_head,head_washer_to_head,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,M09_A02_HEAD_WASHER,1240,48
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M10_A02_NUT_WASHER,1360,97
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1/nut_washer_to_nut,nut_washer_to_nut,M11_A02_NUT,M10_A02_NUT_WASHER,1386,40
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M09_A02_HEAD_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_1::shaft_to_nut_washer_bore,open_bolt_shank_to_washer_bore,M10_A02_NUT_WASHER,M08_A02_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_first_receiver,head_washer_to_first_receiver,W00_BOTTOM_CENTER_RIGHT_CLEAT,M13_A03_HEAD_WASHER,1577,73
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2/head_washer_to_head,head_washer_to_head,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,M13_A03_HEAD_WASHER,1567,50
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_last_receiver,nut_washer_to_last_receiver,W02_BASE_PRINCIPAL_CENTER_RIGHT,M14_A03_NUT_WASHER,1112,63
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2/nut_washer_to_nut,nut_washer_to_nut,M15_A03_NUT,M14_A03_NUT_WASHER,1616,51
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2::base_principal_center_right::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W02_BASE_PRINCIPAL_CENTER_RIGHT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2::bottom_center_right_cleat::shaft_to_wood_bore,open_bolt_shank_to_wood_bore,W00_BOTTOM_CENTER_RIGHT_CLEAT,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
1,1,1,4,bottom_center/clip_horizontal_bottom_right_1/principal_2::shaft_to_head_washer_bore,open_bolt_shank_to_washer_bore,M13_A03_HEAD_WASHER,M12_A03_BOLT_HEAD_PLUS_SHAFT_UNION,0,0
