part,layers,dimension_1_mm,dimension_2_mm,dimension_3_mm,dimension_1_in,dimension_2_in,dimension_3_in,description
timber_bottom_backing,1,2362.2000000000003,88.9,38.1,93.00000000000001,3.5000000000000004,1.5000000000000002,Continuous flat nominal 2x4 lower panel-edge receiver; housed into principals; Development geometry; connections and structural resistance unqualified; NOT build-ready
timber_base_gusset_left,1,460.0,285.75,19.05,18.11023622047244,11.25,0.7500000000000001,"Removable 3/4 in plywood side gusset; face grain vertical; four through-bolts; plywood thickness assumed, not purchased-face measurement; Development geometry; connections and structural resistance unqualified; NOT build-ready"
timber_base_gusset_right,1,460.0,285.75,19.05,18.11023622047244,11.25,0.7500000000000001,"Removable 3/4 in plywood side gusset; face grain vertical; four through-bolts; plywood thickness assumed, not purchased-face measurement; Development geometry; connections and structural resistance unqualified; NOT build-ready"
clip_timber_top_left_1,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_top_left_2,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_top_right_1,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_top_right_2,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_lower_left_1,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_lower_left_2,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_lower_right_1,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_lower_right_2,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_upper_left_1,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_upper_left_2,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_upper_right_1,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_mid_upper_right_2,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_outer_left,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_center_left,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_center_right,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_outer_right,1,101.6,53.35524,53.35524,4.0,2.1006,2.1006,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
fastener_analysis_leg_wall_bolt_left_1,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_left + leg_left_inner + leg_left_outer
fastener_analysis_leg_wall_bolt_left_2,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_left + leg_left_inner + leg_left_outer
fastener_analysis_leg_wall_bolt_left_3,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_left + leg_left_inner + leg_left_outer
fastener_analysis_leg_wall_bolt_left_4,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_left + leg_left_inner + leg_left_outer
fastener_analysis_leg_wall_bolt_right_1,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_right + leg_right_inner + leg_right_outer
fastener_analysis_leg_wall_bolt_right_2,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_right + leg_right_inner + leg_right_outer
fastener_analysis_leg_wall_bolt_right_3,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_right + leg_right_inner + leg_right_outer
fastener_analysis_leg_wall_bolt_right_4,1,95.25,9.525,9.525,3.75,0.37500000000000006,0.37500000000000006,Selected Conquest HBA-38X334 3/8-16 x3.75in with selected maximum nut/washer envelopes; grip and strength require validation; base_side_right + leg_right_inner + leg_right_outer
fastener_leg_stitch_left_1,1,63.5,9.525,9.525,2.5,0.37500000000000006,0.37500000000000006,Provisional Conquest-family 3/8-16 x2.5in with selected maximum nut/washer envelopes; grip and strength require validation; leg_left_inner + leg_left_outer
fastener_leg_stitch_left_2,1,63.5,9.525,9.525,2.5,0.37500000000000006,0.37500000000000006,Provisional Conquest-family 3/8-16 x2.5in with selected maximum nut/washer envelopes; grip and strength require validation; leg_left_inner + leg_left_outer
fastener_leg_stitch_left_3,1,63.5,9.525,9.525,2.5,0.37500000000000006,0.37500000000000006,Provisional Conquest-family 3/8-16 x2.5in with selected maximum nut/washer envelopes; grip and strength require validation; leg_left_inner + leg_left_outer
fastener_leg_stitch_right_1,1,63.5,9.525,9.525,2.5,0.37500000000000006,0.37500000000000006,Provisional Conquest-family 3/8-16 x2.5in with selected maximum nut/washer envelopes; grip and strength require validation; leg_right_inner + leg_right_outer
fastener_leg_stitch_right_2,1,63.5,9.525,9.525,2.5,0.37500000000000006,0.37500000000000006,Provisional Conquest-family 3/8-16 x2.5in with selected maximum nut/washer envelopes; grip and strength require validation; leg_right_inner + leg_right_outer
fastener_leg_stitch_right_3,1,63.5,9.525,9.525,2.5,0.37500000000000006,0.37500000000000006,Provisional Conquest-family 3/8-16 x2.5in with selected maximum nut/washer envelopes; grip and strength require validation; leg_right_inner + leg_right_outer
fastener_clip_timber_top_left_1_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_1 + base_rail_top"
fastener_clip_timber_top_left_1_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_1 + base_rail_top"
fastener_clip_timber_top_left_1_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_1 + base_rail_top"
fastener_clip_timber_top_left_1_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_1 + base_side_left"
fastener_clip_timber_top_left_1_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_1 + base_side_left"
fastener_clip_timber_top_left_1_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_1 + base_side_left"
fastener_clip_timber_top_left_2_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_2 + base_rail_top"
fastener_clip_timber_top_left_2_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_2 + base_rail_top"
fastener_clip_timber_top_left_2_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_2 + base_rail_top"
fastener_clip_timber_top_left_2_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_2 + base_principal_left"
fastener_clip_timber_top_left_2_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_2 + base_principal_left"
fastener_clip_timber_top_left_2_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_left_2 + base_principal_left"
fastener_clip_timber_top_right_1_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_1 + base_rail_top"
fastener_clip_timber_top_right_1_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_1 + base_rail_top"
fastener_clip_timber_top_right_1_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_1 + base_rail_top"
fastener_clip_timber_top_right_1_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_1 + base_principal_right"
fastener_clip_timber_top_right_1_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_1 + base_principal_right"
fastener_clip_timber_top_right_1_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_1 + base_principal_right"
fastener_clip_timber_top_right_2_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_2 + base_rail_top"
fastener_clip_timber_top_right_2_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_2 + base_rail_top"
fastener_clip_timber_top_right_2_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_2 + base_rail_top"
fastener_clip_timber_top_right_2_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_2 + base_side_right"
fastener_clip_timber_top_right_2_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_2 + base_side_right"
fastener_clip_timber_top_right_2_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_top_right_2 + base_side_right"
fastener_clip_timber_mid_lower_left_1_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_1 + base_rail_mid_lower_left"
fastener_clip_timber_mid_lower_left_1_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_1 + base_rail_mid_lower_left"
fastener_clip_timber_mid_lower_left_1_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_1 + base_rail_mid_lower_left"
fastener_clip_timber_mid_lower_left_1_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_1 + base_side_left"
fastener_clip_timber_mid_lower_left_1_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_1 + base_side_left"
fastener_clip_timber_mid_lower_left_1_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_1 + base_side_left"
fastener_clip_timber_mid_lower_left_2_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_2 + base_rail_mid_lower_left"
fastener_clip_timber_mid_lower_left_2_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_2 + base_rail_mid_lower_left"
fastener_clip_timber_mid_lower_left_2_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_2 + base_rail_mid_lower_left"
fastener_clip_timber_mid_lower_left_2_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_2 + base_principal_left"
fastener_clip_timber_mid_lower_left_2_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_2 + base_principal_left"
fastener_clip_timber_mid_lower_left_2_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_left_2 + base_principal_left"
fastener_clip_timber_mid_lower_right_1_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_1 + base_rail_mid_lower_right"
fastener_clip_timber_mid_lower_right_1_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_1 + base_rail_mid_lower_right"
fastener_clip_timber_mid_lower_right_1_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_1 + base_rail_mid_lower_right"
fastener_clip_timber_mid_lower_right_1_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_1 + base_principal_right"
fastener_clip_timber_mid_lower_right_1_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_1 + base_principal_right"
fastener_clip_timber_mid_lower_right_1_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_1 + base_principal_right"
fastener_clip_timber_mid_lower_right_2_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_2 + base_rail_mid_lower_right"
fastener_clip_timber_mid_lower_right_2_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_2 + base_rail_mid_lower_right"
fastener_clip_timber_mid_lower_right_2_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_2 + base_rail_mid_lower_right"
fastener_clip_timber_mid_lower_right_2_upright_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_2 + base_side_right"
fastener_clip_timber_mid_lower_right_2_upright_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_2 + base_side_right"
fastener_clip_timber_mid_lower_right_2_upright_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_lower_right_2 + base_side_right"
fastener_clip_timber_mid_upper_left_1_beam_1,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_upper_left_1 + base_rail_mid_upper_left"
fastener_clip_timber_mid_upper_left_1_beam_2,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_upper_left_1 + base_rail_mid_upper_left"
fastener_clip_timber_mid_upper_left_1_beam_3,1,38.1,6.35,6.35,1.5000000000000002,0.25,0.25,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_mid_upper_left_1 + base_rail_mid_upper_left"
