connection,kind,members,length_mm,diameter_mm,x_mm,y_mm,z_mm,dx,dy,dz,status
clip_single_mid_left_2_beam_1,screw,clip_single_mid_left_2 + base_rail_mid_left,38.1,6.35,-61.292739999999995,699.0952154669388,1186.63459855284,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_left_2_beam_2,screw,clip_single_mid_left_2 + base_rail_mid_left,38.1,6.35,-54.94274,669.9089221841059,1211.1248064818974,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_left_2_beam_3,screw,clip_single_mid_left_2 + base_rail_mid_left,38.1,6.35,-61.292739999999995,640.722628901273,1235.6150144109547,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_left_2_upright_1,screw,clip_single_mid_left_2 + base_principal_center,38.1,6.35,-21.605240000000002,677.6662835290138,1161.0965919303612,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_left_2_upright_2,screw,clip_single_mid_left_2 + base_principal_center,38.1,6.35,-21.605240000000002,644.3982889246713,1180.722417645613,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_left_2_upright_3,screw,clip_single_mid_left_2 + base_principal_center,38.1,6.35,-21.605240000000002,619.2936969633479,1210.0770077884758,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_1_beam_1,screw,clip_single_mid_right_1 + base_rail_mid_right,38.1,6.35,61.292739999999995,726.8703766195468,1219.7357466413437,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_1_beam_2,screw,clip_single_mid_right_1 + base_rail_mid_right,38.1,6.35,54.94274,697.6840833367139,1244.225954570401,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_1_beam_3,screw,clip_single_mid_right_1 + base_rail_mid_right,38.1,6.35,61.292739999999995,668.497790053881,1268.7161624994583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_1_upright_1,screw,clip_single_mid_right_1 + base_principal_center,38.1,6.35,21.605240000000002,748.2993085574719,1245.2737532638225,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_1_upright_2,screw,clip_single_mid_right_1 + base_principal_center,38.1,6.35,21.605240000000002,723.1947165961485,1274.6283434066854,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_1_upright_3,screw,clip_single_mid_right_1 + base_principal_center,38.1,6.35,21.605240000000002,689.9267219918061,1294.2541691219371,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_2_beam_1,screw,clip_single_mid_right_2 + base_rail_mid_right,38.1,6.35,1138.8572600000002,668.497790053881,1268.7161624994583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_2_beam_2,screw,clip_single_mid_right_2 + base_rail_mid_right,38.1,6.35,1145.2072600000001,697.6840833367139,1244.225954570401,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_2_beam_3,screw,clip_single_mid_right_2 + base_rail_mid_right,38.1,6.35,1138.8572600000002,726.8703766195468,1219.7357466413437,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_2_upright_1,screw,clip_single_mid_right_2 + base_side_right,38.1,6.35,1178.5447600000002,689.9267219918061,1294.2541691219371,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_2_upright_2,screw,clip_single_mid_right_2 + base_side_right,38.1,6.35,1178.5447600000002,723.1947165961485,1274.6283434066854,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_mid_right_2_upright_3,screw,clip_single_mid_right_2 + base_side_right,38.1,6.35,1178.5447600000002,748.2993085574719,1245.2737532638225,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_1_beam_1,screw,clip_single_bottom_left_1 + base_rail_bottom_left,38.1,6.35,-1138.8572600000002,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_1_beam_2,screw,clip_single_bottom_left_1 + base_rail_bottom_left,38.1,6.35,-1145.2072600000001,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_1_beam_3,screw,clip_single_bottom_left_1 + base_rail_bottom_left,38.1,6.35,-1138.8572600000002,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_1_upright_1,screw,clip_single_bottom_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,2.56926317963347,356.5472925793402,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_1_upright_2,screw,clip_single_bottom_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,-22.535328781689945,385.9018827222029,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_1_upright_3,screw,clip_single_bottom_left_1 + base_side_left,38.1,6.35,-1178.5447600000002,-55.80332338603243,405.5277084374547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_2_beam_1,screw,clip_single_bottom_left_2 + base_rail_bottom_left,38.1,6.35,-61.292739999999995,-46.63482991089967,297.9081378683575,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_2_beam_2,screw,clip_single_bottom_left_2 + base_rail_bottom_left,38.1,6.35,-54.94274,-75.82112319373262,322.39834579741483,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_2_beam_3,screw,clip_single_bottom_left_2 + base_rail_bottom_left,38.1,6.35,-61.292739999999995,-105.00741647656557,346.88855372647214,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_2_upright_1,screw,clip_single_bottom_left_2 + base_principal_center,38.1,6.35,-21.605240000000002,-68.06376184882478,272.37013124587867,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_2_upright_2,screw,clip_single_bottom_left_2 + base_principal_center,38.1,6.35,-21.605240000000002,-101.33175645316729,291.9959569611305,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_left_2_upright_3,screw,clip_single_bottom_left_2 + base_principal_center,38.1,6.35,-21.605240000000002,-126.4363484144907,321.3505471039933,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_1_beam_1,screw,clip_single_bottom_right_1 + base_rail_bottom_right,38.1,6.35,61.292739999999995,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_1_beam_2,screw,clip_single_bottom_right_1 + base_rail_bottom_right,38.1,6.35,54.94274,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_1_beam_3,screw,clip_single_bottom_right_1 + base_rail_bottom_right,38.1,6.35,61.292739999999995,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_1_upright_1,screw,clip_single_bottom_right_1 + base_principal_center,38.1,6.35,21.605240000000002,2.56926317963347,356.5472925793402,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_1_upright_2,screw,clip_single_bottom_right_1 + base_principal_center,38.1,6.35,21.605240000000002,-22.535328781689945,385.9018827222029,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_1_upright_3,screw,clip_single_bottom_right_1 + base_principal_center,38.1,6.35,21.605240000000002,-55.80332338603243,405.5277084374547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_2_beam_1,screw,clip_single_bottom_right_2 + base_rail_bottom_right,38.1,6.35,1138.8572600000002,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_2_beam_2,screw,clip_single_bottom_right_2 + base_rail_bottom_right,38.1,6.35,1145.2072600000001,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_2_beam_3,screw,clip_single_bottom_right_2 + base_rail_bottom_right,38.1,6.35,1138.8572600000002,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_2_upright_1,screw,clip_single_bottom_right_2 + base_side_right,38.1,6.35,1178.5447600000002,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_2_upright_2,screw,clip_single_bottom_right_2 + base_side_right,38.1,6.35,1178.5447600000002,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_bottom_right_2_upright_3,screw,clip_single_bottom_right_2 + base_side_right,38.1,6.35,1178.5447600000002,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_beam_1,screw,clip_timber_header_outer_left + base_header,38.1,6.35,-1138.8572600000002,-143.95,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_beam_2,screw,clip_timber_header_outer_left + base_header,38.1,6.35,-1145.2072600000001,-105.85,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_beam_3,screw,clip_timber_header_outer_left + base_header,38.1,6.35,-1138.8572600000002,-67.75,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_upright_1,screw,clip_timber_header_outer_left + base_post_outer_left,38.1,6.35,-1178.5447600000002,-143.95,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_upright_2,screw,clip_timber_header_outer_left + base_post_outer_left,38.1,6.35,-1178.5447600000002,-105.85,144.65726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_left_upright_3,screw,clip_timber_header_outer_left + base_post_outer_left,38.1,6.35,-1178.5447600000002,-67.75,151.00726,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_header_center_beam_1,screw,clip_single_header_center + base_header,38.1,6.35,-61.292739999999995,-67.75,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_header_center_beam_2,screw,clip_single_header_center + base_header,38.1,6.35,-54.94274,-105.85,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_header_center_beam_3,screw,clip_single_header_center + base_header,38.1,6.35,-61.292739999999995,-143.95,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_header_center_upright_1,screw,clip_single_header_center + base_post_center,38.1,6.35,-21.605240000000002,-67.75,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_header_center_upright_2,screw,clip_single_header_center + base_post_center,38.1,6.35,-21.605240000000002,-105.85,144.65726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_single_header_center_upright_3,screw,clip_single_header_center + base_post_center,38.1,6.35,-21.605240000000002,-143.95,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_beam_1,screw,clip_timber_header_outer_right + base_header,38.1,6.35,1138.8572600000002,-67.75,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_beam_2,screw,clip_timber_header_outer_right + base_header,38.1,6.35,1145.2072600000001,-105.85,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_beam_3,screw,clip_timber_header_outer_right + base_header,38.1,6.35,1138.8572600000002,-143.95,184.34476,-0.0,-0.0,1.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_upright_1,screw,clip_timber_header_outer_right + base_post_outer_right,38.1,6.35,1178.5447600000002,-67.75,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_upright_2,screw,clip_timber_header_outer_right + base_post_outer_right,38.1,6.35,1178.5447600000002,-105.85,144.65726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_timber_header_outer_right_upright_3,screw,clip_timber_header_outer_right + base_post_outer_right,38.1,6.35,1178.5447600000002,-143.95,151.00726,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
timber_panel_lower_left_1,screw,main_lower_left + base_side_left,50.8,4.1402,-1200.15,20.763555469741647,270.79795226215657,0.0,-0.766044443118978,0.6427876096865393,"SPAX XFT08P-2000 #8 x2 in; nominal geometry; head profile and capacity unqualified; new shared-member drilling; One single 2x6 per framing line, including header; shared seam screw margins, service pockets, bearing, connections and stability unqualified; NOT build-ready"
timber_panel_lower_left_2,screw,main_lower_left + base_side_left,50.8,4.1402,-1200.15,727.3156960371856,1112.8340041385372,0.0,-0.766044443118978,0.6427876096865393,"SPAX XFT08P-2000 #8 x2 in; nominal geometry; head profile and capacity unqualified; new shared-member drilling; One single 2x6 per framing line, including header; shared seam screw margins, service pockets, bearing, connections and stability unqualified; NOT build-ready"
timber_panel_lower_left_3,screw,main_lower_left + base_principal_center,50.8,4.1402,-9.525,11.764528934130098,260.07333005849085,0.0,-0.766044443118978,0.6427876096865393,"SPAX XFT08P-2000 #8 x2 in; nominal geometry; head profile and capacity unqualified; new shared-member drilling; One single 2x6 per framing line, including header; shared seam screw margins, service pockets, bearing, connections and stability unqualified; NOT build-ready"
timber_panel_lower_left_4,screw,main_lower_left + base_principal_center,50.8,4.1402,-9.525,714.4599438434548,1097.5131152761578,0.0,-0.766044443118978,0.6427876096865393,"SPAX XFT08P-2000 #8 x2 in; nominal geometry; head profile and capacity unqualified; new shared-member drilling; One single 2x6 per framing line, including header; shared seam screw margins, service pockets, bearing, connections and stability unqualified; NOT build-ready"
timber_panel_lower_left_5,screw,main_lower_left + base_side_left,50.8,4.1402,-1200.15,243.42518346515874,536.1557473585705,0.0,-0.766044443118978,0.6427876096865393,"SPAX XFT08P-2000 #8 x2 in; nominal geometry; head profile and capacity unqualified; new shared-member drilling; One single 2x6 per framing line, including header; shared seam screw margins, service pockets, bearing, connections and stability unqualified; NOT build-ready"
