connection,panel,receiver,entry_x_mm,entry_y_mm,entry_z_mm,direction_x,direction_y,direction_z,reserve_diameter_mm,reserve_depth_mm,missing_receiver_volume_mm3,intersecting_other_fasteners,passes_nominal_reserve
timber_panel_lower_left_11,main_lower_left,base_rail_mid_left,-791.1500000000001,741.6936004499132,1158.370606490502,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_left_12,main_lower_left,base_rail_mid_left,-463.1500000000001,741.6936004499132,1158.370606490502,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_1,main_lower_right,base_principal_center,15.875,19.63420879878163,297.85373242387607,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_2,main_lower_right,base_principal_center,15.875,726.1863493662256,1139.8897843002567,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_3,main_lower_right,base_side_right,1200.15,6.778456605050856,282.5328435614965,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_4,main_lower_right,base_side_right,1200.15,713.3305971724948,1124.568895437877,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_5,main_lower_right,base_principal_center,15.875,242.2958367941987,563.2115275202899,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_6,main_lower_right,base_principal_center,15.875,503.5247213708084,874.5319892038426,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_7,main_lower_right,base_side_right,1200.15,229.4400846004679,547.8906386579104,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_8,main_lower_right,base_side_right,1200.15,490.66896917707743,859.211100341463,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_9,main_lower_right,base_rail_bottom_right,412.75000000000006,6.167808375848644,281.8051013405335,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_10,main_lower_right,base_rail_bottom_right,809.45,6.167808375848644,281.8051013405335,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_11,main_lower_right,base_rail_mid_right,408.75000000000006,741.6936004499132,1158.370606490502,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_lower_right_12,main_lower_right,base_rail_mid_right,809.45,741.6936004499132,1158.370606490502,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_1,main_upper_left,base_side_left,-1200.15,790.4651103348796,1216.4942286121545,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_2,main_upper_left,base_side_left,-1200.15,1471.3057465148618,2027.888502763776,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_3,main_upper_left,base_principal_center,-15.875,777.6093581411488,1201.173339749775,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_4,main_upper_left,base_principal_center,-15.875,1440.451941249908,1991.118369494065,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_5,main_upper_left,base_side_left,-1200.15,1013.1267383302966,1481.8520237085684,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_6,main_upper_left,base_side_left,-1200.15,1274.3556229069063,1793.1724853921212,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_7,main_upper_left,base_principal_center,-15.875,990.6291719912676,1455.0404681994041,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_8,main_upper_left,base_principal_center,-15.875,1248.001330909758,1761.764663224243,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_9,main_upper_left,base_rail_mid_left,-804.1500000000001,762.1021070574609,1182.6925175595295,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_10,main_upper_left,base_rail_mid_left,-423.1500000000001,762.1021070574609,1182.6925175595295,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_11,main_upper_left,base_rail_top,-819.1500000000001,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_left_12,main_upper_left,base_rail_top,-438.1500000000001,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_1,main_upper_right,base_principal_center,15.875,803.3208625286104,1231.8151174745342,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_2,main_upper_right,base_principal_center,15.875,1484.1614987085927,2043.2093916261556,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_3,main_upper_right,base_side_right,1200.15,790.4651103348796,1216.4942286121545,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_4,main_upper_right,base_side_right,1200.15,1471.3057465148618,2027.888502763776,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_5,main_upper_right,base_principal_center,15.875,1025.9824905240275,1497.1729125709478,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_6,main_upper_right,base_principal_center,15.875,1287.2113751006368,1808.4933742545006,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_7,main_upper_right,base_side_right,1200.15,1013.1267383302966,1481.8520237085684,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_8,main_upper_right,base_side_right,1200.15,1274.3556229069063,1793.1724853921212,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_9,main_upper_right,base_rail_mid_right,427.75000000000006,762.1021070574609,1182.6925175595295,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_10,main_upper_right,base_rail_mid_right,821.45,762.1021070574609,1182.6925175595295,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_11,main_upper_right,base_rail_top,412.75000000000006,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_panel_upper_right_12,main_upper_right,base_rail_top,806.45,1523.3394035189872,2089.899800434257,0.0,-0.766044443118978,0.6427876096865393,12.1412,17.0,0.0,[],True
timber_kicker_left_0_1,kicker_left,base_post_outer_left,-1200.15,-36.0,60.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_left_0_2,kicker_left,base_post_outer_left,-1200.15,-36.0,140.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_left_1_1,kicker_left,base_post_center,-15.875,-36.0,50.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_left_1_2,kicker_left,base_post_center,-15.875,-36.0,130.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_0_1,kicker_right,base_post_center,15.875,-36.0,80.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_0_2,kicker_right,base_post_center,15.875,-36.0,160.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_1_1,kicker_right,base_post_outer_right,1200.15,-36.0,60.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
timber_kicker_right_1_2,kicker_right,base_post_outer_right,1200.15,-36.0,140.0,0.0,-1.0,0.0,12.1412,17.0,0.0,[],True
