connection,kind,members,length_mm,diameter_mm,x_mm,y_mm,z_mm,dx,dy,dz,status
clip_vertical_bottom_left_1_1_beam_2,screw,clip_vertical_bottom_left_1_1 + base_rail_bottom_left_1,38.1,6.35,-1145.2072600000001,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_1_beam_3,screw,clip_vertical_bottom_left_1_1 + base_rail_bottom_left_1,38.1,6.35,-1138.8572600000002,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_1_upright_1,screw,clip_vertical_bottom_left_1_1 + base_side_left,38.1,6.35,-1178.5447600000002,2.56926317963347,356.5472925793402,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_1_upright_2,screw,clip_vertical_bottom_left_1_1 + base_side_left,38.1,6.35,-1178.5447600000002,-22.535328781689945,385.9018827222029,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_1_upright_3,screw,clip_vertical_bottom_left_1_1 + base_side_left,38.1,6.35,-1178.5447600000002,-55.80332338603243,405.5277084374547,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_2_beam_1,screw,clip_vertical_bottom_left_1_2 + base_rail_bottom_left_1,38.1,6.35,-831.29274,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_2_beam_2,screw,clip_vertical_bottom_left_1_2 + base_rail_bottom_left_1,38.1,6.35,-824.94274,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_2_beam_3,screw,clip_vertical_bottom_left_1_2 + base_rail_bottom_left_1,38.1,6.35,-831.29274,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_2_upright_1,screw,clip_vertical_bottom_left_1_2 + base_principal_left_1,38.1,6.35,-791.60524,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_2_upright_2,screw,clip_vertical_bottom_left_1_2 + base_principal_left_1,38.1,6.35,-791.60524,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_1_2_upright_3,screw,clip_vertical_bottom_left_1_2 + base_principal_left_1,38.1,6.35,-791.60524,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_1_beam_1,screw,clip_vertical_bottom_left_2_1 + base_rail_bottom_left_2,38.1,6.35,-708.70726,-105.00741647656557,346.88855372647214,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_1_beam_2,screw,clip_vertical_bottom_left_2_1 + base_rail_bottom_left_2,38.1,6.35,-715.05726,-75.82112319373262,322.39834579741483,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_1_beam_3,screw,clip_vertical_bottom_left_2_1 + base_rail_bottom_left_2,38.1,6.35,-708.70726,-46.63482991089967,297.9081378683575,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_1_upright_1,screw,clip_vertical_bottom_left_2_1 + base_principal_left_1,38.1,6.35,-748.39476,-126.4363484144907,321.3505471039933,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_1_upright_2,screw,clip_vertical_bottom_left_2_1 + base_principal_left_1,38.1,6.35,-748.39476,-101.33175645316729,291.9959569611305,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_1_upright_3,screw,clip_vertical_bottom_left_2_1 + base_principal_left_1,38.1,6.35,-748.39476,-68.06376184882478,272.37013124587867,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_2_beam_1,screw,clip_vertical_bottom_left_2_2 + base_rail_bottom_left_2,38.1,6.35,-431.29274,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_2_beam_2,screw,clip_vertical_bottom_left_2_2 + base_rail_bottom_left_2,38.1,6.35,-424.94274,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_2_beam_3,screw,clip_vertical_bottom_left_2_2 + base_rail_bottom_left_2,38.1,6.35,-431.29274,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_2_upright_1,screw,clip_vertical_bottom_left_2_2 + base_principal_left_2,38.1,6.35,-391.60524000000004,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_2_upright_2,screw,clip_vertical_bottom_left_2_2 + base_principal_left_2,38.1,6.35,-391.60524000000004,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_2_2_upright_3,screw,clip_vertical_bottom_left_2_2 + base_principal_left_2,38.1,6.35,-391.60524000000004,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_3_1_beam_1,screw,clip_vertical_bottom_left_3_1 + base_rail_bottom_left_3,38.1,6.35,-308.70726,-105.00741647656557,346.88855372647214,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_3_1_beam_2,screw,clip_vertical_bottom_left_3_1 + base_rail_bottom_left_3,38.1,6.35,-315.05726,-75.82112319373262,322.39834579741483,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_3_1_beam_3,screw,clip_vertical_bottom_left_3_1 + base_rail_bottom_left_3,38.1,6.35,-308.70726,-46.63482991089967,297.9081378683575,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_3_1_upright_1,screw,clip_vertical_bottom_left_3_1 + base_principal_left_2,38.1,6.35,-348.39475999999996,-126.4363484144907,321.3505471039933,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_3_1_upright_2,screw,clip_vertical_bottom_left_3_1 + base_principal_left_2,38.1,6.35,-348.39475999999996,-101.33175645316729,291.9959569611305,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_left_3_1_upright_3,screw,clip_vertical_bottom_left_3_1 + base_principal_left_2,38.1,6.35,-348.39475999999996,-68.06376184882478,272.37013124587867,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_1_2_beam_1,screw,clip_vertical_bottom_right_1_2 + base_rail_bottom_right_1,38.1,6.35,368.70726,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_1_2_beam_2,screw,clip_vertical_bottom_right_1_2 + base_rail_bottom_right_1,38.1,6.35,375.05726,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_1_2_beam_3,screw,clip_vertical_bottom_right_1_2 + base_rail_bottom_right_1,38.1,6.35,368.70726,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_1_2_upright_1,screw,clip_vertical_bottom_right_1_2 + base_principal_right_1,38.1,6.35,408.39475999999996,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_1_2_upright_2,screw,clip_vertical_bottom_right_1_2 + base_principal_right_1,38.1,6.35,408.39475999999996,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_1_2_upright_3,screw,clip_vertical_bottom_right_1_2 + base_principal_right_1,38.1,6.35,408.39475999999996,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_1_beam_1,screw,clip_vertical_bottom_right_2_1 + base_rail_bottom_right_2,38.1,6.35,491.29274,-105.00741647656557,346.88855372647214,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_1_beam_2,screw,clip_vertical_bottom_right_2_1 + base_rail_bottom_right_2,38.1,6.35,484.94274,-75.82112319373262,322.39834579741483,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_1_beam_3,screw,clip_vertical_bottom_right_2_1 + base_rail_bottom_right_2,38.1,6.35,491.29274,-46.63482991089967,297.9081378683575,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_1_upright_1,screw,clip_vertical_bottom_right_2_1 + base_principal_right_1,38.1,6.35,451.60524000000004,-126.4363484144907,321.3505471039933,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_1_upright_2,screw,clip_vertical_bottom_right_2_1 + base_principal_right_1,38.1,6.35,451.60524000000004,-101.33175645316729,291.9959569611305,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_1_upright_3,screw,clip_vertical_bottom_right_2_1 + base_principal_right_1,38.1,6.35,451.60524000000004,-68.06376184882478,272.37013124587867,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_2_beam_1,screw,clip_vertical_bottom_right_2_2 + base_rail_bottom_right_2,38.1,6.35,768.70726,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_2_beam_2,screw,clip_vertical_bottom_right_2_2 + base_rail_bottom_right_2,38.1,6.35,775.05726,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_2_beam_3,screw,clip_vertical_bottom_right_2_2 + base_rail_bottom_right_2,38.1,6.35,768.70726,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_2_upright_1,screw,clip_vertical_bottom_right_2_2 + base_principal_right_2,38.1,6.35,808.39476,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_2_upright_2,screw,clip_vertical_bottom_right_2_2 + base_principal_right_2,38.1,6.35,808.39476,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_2_2_upright_3,screw,clip_vertical_bottom_right_2_2 + base_principal_right_2,38.1,6.35,808.39476,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_1_beam_1,screw,clip_vertical_bottom_right_3_1 + base_rail_bottom_right_3,38.1,6.35,891.29274,-105.00741647656557,346.88855372647214,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_1_beam_2,screw,clip_vertical_bottom_right_3_1 + base_rail_bottom_right_3,38.1,6.35,884.94274,-75.82112319373262,322.39834579741483,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_1_beam_3,screw,clip_vertical_bottom_right_3_1 + base_rail_bottom_right_3,38.1,6.35,891.29274,-46.63482991089967,297.9081378683575,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_1_upright_1,screw,clip_vertical_bottom_right_3_1 + base_principal_right_2,38.1,6.35,851.60524,-126.4363484144907,321.3505471039933,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_1_upright_2,screw,clip_vertical_bottom_right_3_1 + base_principal_right_2,38.1,6.35,851.60524,-101.33175645316729,291.9959569611305,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_1_upright_3,screw,clip_vertical_bottom_right_3_1 + base_principal_right_2,38.1,6.35,851.60524,-68.06376184882478,272.37013124587867,-1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_2_beam_1,screw,clip_vertical_bottom_right_3_2 + base_rail_bottom_right_3,38.1,6.35,1138.8572600000002,-77.23225532395756,379.98970181497583,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_2_beam_2,screw,clip_vertical_bottom_right_3_2 + base_rail_bottom_right_3,38.1,6.35,1145.2072600000001,-48.045962041124604,355.4994938859186,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_2_beam_3,screw,clip_vertical_bottom_right_3_2 + base_rail_bottom_right_3,38.1,6.35,1138.8572600000002,-18.859668758291647,331.00928595686133,-0.0,-0.6427876096865427,-0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_2_upright_1,screw,clip_vertical_bottom_right_3_2 + base_side_right,38.1,6.35,1178.5447600000002,-55.80332338603243,405.5277084374547,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_2_upright_2,screw,clip_vertical_bottom_right_3_2 + base_side_right,38.1,6.35,1178.5447600000002,-22.535328781689945,385.9018827222029,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_bottom_right_3_2_upright_3,screw,clip_vertical_bottom_right_3_2 + base_side_right,38.1,6.35,1178.5447600000002,2.56926317963347,356.5472925793402,1.0,-0.0,-0.0,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_1_beam_1,screw,clip_vertical_top_left_1 + base_rail_top,38.1,6.35,-708.70726,1412.164178666573,2154.983252820196,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
clip_vertical_top_left_1_beam_2,screw,clip_vertical_top_left_1 + base_rail_top,38.1,6.35,-715.05726,1441.350471949406,2130.4930448911387,0.0,0.6427876096865427,0.7660444431189752,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment"
