part,connection,from_min_x_mm,from_min_s_mm,from_min_n_mm,from_min_x_in,from_min_s_in,from_min_n_in,axis_x,axis_s,axis_n,material_run_mm,status
lean_edge_left_upper,analysis_leg_wall_bolt_left_1,38.09999999999991,231.89999999999964,74.07500000000022,1.4999999999999964,9.129921259842506,2.916338582677174,-1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_outer,analysis_leg_wall_bolt_left_3,19.049999999999955,1060.2387276473557,1399.8115513120351,0.7499999999999982,41.74168219084078,55.11069099653682,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
lean_edge_left_upper,analysis_leg_wall_bolt_left_4,38.09999999999991,511.8999999999994,74.07500000000033,1.4999999999999964,20.153543307086593,2.9163385826771786,-1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,analysis_leg_wall_bolt_left_4,38.09999999999991,1819.9999999999993,92.07500000000009,1.4999999999999964,71.6535433070866,3.6250000000000036,-1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_inner,analysis_leg_wall_bolt_left_4,19.050000000000182,1140.2387276473557,1399.8115513120356,0.7500000000000072,44.89128849005338,55.11069099653684,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_outer,analysis_leg_wall_bolt_left_4,19.049999999999955,1140.2387276473557,1399.8115513120356,0.7499999999999982,44.89128849005338,55.11069099653684,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
lean_edge_right_upper,analysis_leg_wall_bolt_right_1,0.0,231.89999999999964,74.07500000000022,0.0,9.129921259842506,2.916338582677174,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_right,analysis_leg_wall_bolt_right_1,0.0,1539.9999999999995,92.07499999999997,0.0,60.629921259842504,3.624999999999999,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,analysis_leg_wall_bolt_right_1,0.0,860.238727647356,1399.8115513120354,0.0,33.867666442809295,55.11069099653683,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,analysis_leg_wall_bolt_right_1,2.2737367544323206e-13,860.238727647356,1399.8115513120354,8.951719505639057e-15,33.867666442809295,55.11069099653683,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
lean_edge_right_upper,analysis_leg_wall_bolt_right_2,0.0,311.8999999999994,74.07500000000033,0.0,12.279527559055095,2.9163385826771786,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_right,analysis_leg_wall_bolt_right_2,0.0,1619.9999999999993,92.07500000000009,0.0,63.7795275590551,3.6250000000000036,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,analysis_leg_wall_bolt_right_2,0.0,940.2387276473557,1399.8115513120356,0.0,37.01727274202188,55.11069099653684,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,analysis_leg_wall_bolt_right_2,2.2737367544323206e-13,940.2387276473557,1399.8115513120356,8.951719505639057e-15,37.01727274202188,55.11069099653684,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
lean_edge_right_upper,analysis_leg_wall_bolt_right_3,0.0,431.8999999999994,74.07499999999999,0.0,17.003937007873994,2.9163385826771653,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_right,analysis_leg_wall_bolt_right_3,0.0,1739.9999999999993,92.07499999999975,0.0,68.50393700787399,3.6249999999999902,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,analysis_leg_wall_bolt_right_3,0.0,1060.2387276473557,1399.8115513120351,0.0,41.74168219084078,55.11069099653682,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,analysis_leg_wall_bolt_right_3,2.2737367544323206e-13,1060.2387276473557,1399.8115513120351,8.951719505639057e-15,41.74168219084078,55.11069099653682,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
lean_edge_right_upper,analysis_leg_wall_bolt_right_4,0.0,511.8999999999994,74.07500000000033,0.0,20.153543307086593,2.9163385826771786,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_right,analysis_leg_wall_bolt_right_4,0.0,1819.9999999999993,92.07500000000009,0.0,71.6535433070866,3.6250000000000036,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,analysis_leg_wall_bolt_right_4,0.0,1140.2387276473557,1399.8115513120356,0.0,44.89128849005338,55.11069099653684,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,analysis_leg_wall_bolt_right_4,2.2737367544323206e-13,1140.2387276473557,1399.8115513120356,8.951719505639057e-15,44.89128849005338,55.11069099653684,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_bottom_0,50.0,30.886002377314952,16.069690242163517,1.968503937007874,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_left_bottom_0,50.0,43.641319007032166,16.069690242163517,1.968503937007874,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_top_0,50.0,164.94377992313562,128.55752193730788,1.968503937007874,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_left_top_0,50.0,43.64131900703169,16.069690242163485,1.968503937007874,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_bottom_1,428.0666666666666,30.886002377314952,16.069690242163517,16.85301837270341,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_left_bottom_1,428.0666666666666,43.641319007032166,16.069690242163517,16.85301837270341,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_top_1,428.0666666666666,164.94377992313562,128.55752193730788,16.85301837270341,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_left_top_1,428.0666666666666,43.64131900703169,16.069690242163485,16.85301837270341,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_bottom_2,772.1333333333333,30.886002377314952,16.069690242163517,30.398950131233597,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_left_bottom_2,772.1333333333333,43.641319007032166,16.069690242163517,30.398950131233597,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_top_2,772.1333333333333,164.94377992313562,128.55752193730788,30.398950131233597,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_left_top_2,772.1333333333333,43.64131900703169,16.069690242163485,30.398950131233597,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_bottom_3,1169.2,30.886002377314952,16.069690242163517,46.03149606299213,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_left_bottom_3,1169.2,43.641319007032166,16.069690242163517,46.03149606299213,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_left,kicker_left_top_3,1169.2,164.94377992313562,128.55752193730788,46.03149606299213,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_left_top_3,1169.2,43.64131900703169,16.069690242163485,46.03149606299213,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_bottom_0,50.0,30.886002377314952,16.069690242163517,1.968503937007874,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_right_bottom_0,1269.2,43.641319007032166,16.069690242163517,49.96850393700788,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_top_0,50.0,164.94377992313562,128.55752193730788,1.968503937007874,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_right_top_0,1269.2,43.64131900703169,16.069690242163485,49.96850393700788,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_bottom_1,423.06666666666666,30.886002377314952,16.069690242163517,16.656167979002625,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_right_bottom_1,1642.2666666666667,43.641319007032166,16.069690242163517,64.65616797900263,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_top_1,423.06666666666666,164.94377992313562,128.55752193730788,16.656167979002625,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_right_top_1,1642.2666666666667,43.64131900703169,16.069690242163485,64.65616797900263,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_bottom_2,809.1333333333333,30.886002377314952,16.069690242163517,31.855643044619423,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_right_bottom_2,2028.3333333333335,43.641319007032166,16.069690242163517,79.85564304461943,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_top_2,809.1333333333333,164.94377992313562,128.55752193730788,31.855643044619423,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_right_top_2,2028.3333333333335,43.64131900703169,16.069690242163485,79.85564304461943,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_bottom_3,1169.2,30.886002377314952,16.069690242163517,46.03149606299213,1.2159843455635808,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,kicker_right_bottom_3,2388.4,43.641319007032166,16.069690242163517,94.03149606299213,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_right,kicker_right_top_3,1169.2,164.94377992313562,128.55752193730788,46.03149606299213,6.493849603273056,5.061319761311334,0.0,-0.6427876096865427,0.766044443118978,18.256249999999998,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,kicker_right_top_3,2388.4,43.64131900703169,16.069690242163485,94.03149606299213,1.718162165631169,0.6326649701639168,0.0,-0.6427876096865427,0.766044443118978,32.54375,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_inner,cheek_splice_left_1,19.049999999999955,88.97839601454791,87.16428722535233,0.7499999999999982,3.503086457265666,3.431664851391824,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_outer,cheek_splice_left_1,19.049999999999955,88.97839601454791,87.16428722535233,0.7499999999999982,3.503086457265666,3.431664851391824,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_cheek_left,cheek_splice_left_1,38.09999999999991,223.03617356036875,242.62721217947137,1.4999999999999964,8.780951714975147,9.552252448010684,-1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_inner,cheek_splice_left_2,19.049999999999955,103.97839601454777,117.1642872253523,0.7499999999999982,4.093637638368023,4.612767213596547,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_outer,cheek_splice_left_2,19.049999999999955,103.97839601454777,117.1642872253523,0.7499999999999982,4.093637638368023,4.612767213596547,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_cheek_left,cheek_splice_left_2,38.09999999999991,238.0361735603686,272.62721217947137,1.4999999999999964,9.371502896077505,10.73335481021541,-1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_inner,cheek_splice_left_3,19.049999999999955,178.978396014548,72.16428722535235,0.7499999999999982,7.046393543879843,2.841113670289463,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_outer,cheek_splice_left_3,19.049999999999955,178.978396014548,72.16428722535235,0.7499999999999982,7.046393543879843,2.841113670289463,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,cheek_splice_left_3,38.09999999999991,49.99999999999972,82.99999999999996,1.4999999999999964,1.9685039370078632,3.2677165354330695,-1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_inner,cheek_splice_left_4,19.049999999999955,178.97839601454783,112.16428722535235,0.7499999999999982,7.046393543879836,4.415916819895762,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_left_outer,cheek_splice_left_4,19.049999999999955,178.97839601454783,112.16428722535235,0.7499999999999982,7.046393543879836,4.415916819895762,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_left,cheek_splice_left_4,38.09999999999991,49.99999999999954,122.99999999999996,1.4999999999999964,1.9685039370078559,4.842519685039369,-1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_inner,cheek_splice_right_1,0.0,88.97839601454791,87.16428722535233,0.0,3.503086457265666,3.431664851391824,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_outer,cheek_splice_right_1,2.2737367544323206e-13,88.97839601454791,87.16428722535233,8.951719505639057e-15,3.503086457265666,3.431664851391824,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_cheek_right,cheek_splice_right_1,0.0,223.03617356036875,242.62721217947137,0.0,8.780951714975147,9.552252448010684,1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_inner,cheek_splice_right_2,0.0,103.97839601454777,117.1642872253523,0.0,4.093637638368023,4.612767213596547,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_outer,cheek_splice_right_2,2.2737367544323206e-13,103.97839601454777,117.1642872253523,8.951719505639057e-15,4.093637638368023,4.612767213596547,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_cheek_right,cheek_splice_right_2,0.0,238.0361735603686,272.62721217947137,0.0,9.371502896077505,10.73335481021541,1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_inner,cheek_splice_right_3,0.0,178.978396014548,72.16428722535235,0.0,7.046393543879843,2.841113670289463,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_outer,cheek_splice_right_3,2.2737367544323206e-13,178.978396014548,72.16428722535235,8.951719505639057e-15,7.046393543879843,2.841113670289463,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_right,cheek_splice_right_3,0.0,49.99999999999972,82.99999999999996,0.0,1.9685039370078632,3.2677165354330695,1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_inner,cheek_splice_right_4,0.0,178.97839601454783,112.16428722535235,0.0,7.046393543879836,4.415916819895762,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
cheek_splice_right_outer,cheek_splice_right_4,2.2737367544323206e-13,178.97839601454783,112.16428722535235,8.951719505639057e-15,7.046393543879836,4.415916819895762,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
box_side_right,cheek_splice_right_4,0.0,49.99999999999954,122.99999999999996,0.0,1.9685039370078559,4.842519685039369,1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_inner,leg_stitch_left_1,19.050000000000182,652.5753166609429,1134.6083162332052,0.7500000000000072,25.691941600824524,44.66961874933879,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_outer,leg_stitch_left_1,19.049999999999955,652.5753166609429,1134.6083162332052,0.7499999999999982,25.691941600824524,44.66961874933879,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_inner,leg_stitch_left_2,19.050000000000182,431.08020018132333,736.80346361496,0.7500000000000072,16.971661424461548,29.008010378541737,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_outer,leg_stitch_left_2,19.049999999999955,431.08020018132333,736.80346361496,0.7499999999999982,16.971661424461548,29.008010378541737,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_inner,leg_stitch_left_3,19.050000000000182,209.58508370170375,338.99861099671443,0.7500000000000072,8.251381248098573,13.346402007744663,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_left_outer,leg_stitch_left_3,19.049999999999955,209.58508370170375,338.99861099671443,0.7499999999999982,8.251381248098573,13.346402007744663,-1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,leg_stitch_right_1,0.0,652.5753166609429,1134.6083162332052,0.0,25.691941600824524,44.66961874933879,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,leg_stitch_right_1,2.2737367544323206e-13,652.5753166609429,1134.6083162332052,8.951719505639057e-15,25.691941600824524,44.66961874933879,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,leg_stitch_right_2,0.0,431.08020018132333,736.80346361496,0.0,16.971661424461548,29.008010378541737,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,leg_stitch_right_2,2.2737367544323206e-13,431.08020018132333,736.80346361496,8.951719505639057e-15,16.971661424461548,29.008010378541737,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_inner,leg_stitch_right_3,0.0,209.58508370170375,338.99861099671443,0.0,8.251381248098573,13.346402007744663,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
leg_right_outer,leg_stitch_right_3,2.2737367544323206e-13,209.58508370170375,338.99861099671443,8.951719505639057e-15,8.251381248098573,13.346402007744663,1.0,0.0,0.0,19.049999999999955,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_bottom,wood_kicker_block_face_left_bottom,38.09999999999991,43.641319007032166,16.069690242163517,1.4999999999999964,1.7181621656311878,0.632664970163918,0.0,-0.6427876096865427,0.766044443118978,38.099999999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_kicker_block_left_bottom,wood_kicker_block_face_left_bottom,38.09999999999991,39.81109679143714,12.855752193730822,1.4999999999999964,1.567366015410911,0.5061319761311348,0.0,-0.6427876096865427,0.766044443118978,25.400000000000006,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_cheek_left,wood_kicker_block_side_left_bottom,0.0,61.52179606863044,73.63793014255472,0.0,2.4221179554578915,2.8991311079745956,1.0,0.0,0.0,38.09999999999991,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
wood_kicker_block_left_bottom,wood_kicker_block_side_left_bottom,0.0,27.565992826908513,27.44889883514736,0.0,1.0852753081460045,1.0806653084703686,1.0,0.0,0.0,25.40000000000009,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
kicker_batten_top,wood_kicker_block_face_left_top,76.20000000000005,43.64131900703168,16.069690242163492,3.0000000000000018,1.7181621656311687,0.6326649701639171,0.0,-0.6427876096865427,0.766044443118978,38.099999999999994,Entry relative to this part's minimum X/S/N; see STEP for shaped parts; NOT machining approval
