part,layers,dimension_1_mm,dimension_2_mm,dimension_3_mm,dimension_1_in,dimension_2_in,dimension_3_in,description
leg_right_outer,1,1782.1991070973556,727.5392893581999,19.05,70.16531917706125,28.643279108590548,0.7500000000000001,"PROVISIONAL independent 19.05 mm plywood profile; no adhesive or interface-friction credit; continuous knee, own floor face, three internal stitch stations; panel axes follow lower centreline; material, hardware and resistance unresolved; bounding blank, STEP profile governs"
box_top,1,2514.6,184.15,38.1,99.0,7.250000000000001,1.5000000000000002,2x8 top cap; detachable bolted steel angles
kicker_batten_bottom,1,2438.4,50,38.1,96.00000000000001,1.968503937007874,1.5000000000000002,lumber backing ripped to 50 mm from 2x4; top has LED relief notches
kicker_batten_top,1,2438.4,50,38.1,96.00000000000001,1.968503937007874,1.5000000000000002,lumber backing ripped to 50 mm from 2x4; top has LED relief notches
kicker_cheek_left,2,343.3693383237762,141.0670842003598,38.1,13.518477886762843,5.553822212612591,1.5000000000000002,two-layer plywood floor-reaching transition
cheek_splice_left,2,200,96.15,38.1,7.874015748031496,3.785433070866142,1.5000000000000002,two-layer plywood splice trimmed to cheek rear; permanent screws
angle_left_top,1,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal sharp corner; fabrication/capacity unresolved"
angle_left_cross_1,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
angle_left_cross_2,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
angle_left_cross_3,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
kicker_cheek_right,2,343.3693383237762,141.0670842003598,38.1,13.518477886762843,5.553822212612591,1.5000000000000002,two-layer plywood floor-reaching transition
cheek_splice_right,2,200,96.15,38.1,7.874015748031496,3.785433070866142,1.5000000000000002,two-layer plywood splice trimmed to cheek rear; permanent screws
angle_right_top,1,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal sharp corner; fabrication/capacity unresolved"
angle_right_cross_1,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
angle_right_cross_2,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
angle_right_cross_3,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
panel_edge_bottom,1,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 lumber
panel_edge_top,1,2438.4,88.90000000000009,38.1,96.00000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_seam_horizontal,1,2438.4,139.69999999999982,38.1,96.00000000000001,5.499999999999993,1.5000000000000002,2x6 lumber
panel_edge_left_lower,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_edge_right_lower,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_seam_vertical_lower,1,1060.45,165.1,38.1,41.75000000000001,6.5,1.5000000000000002,DEVELOPMENT: graded 2x8 ripped to 165.1 mm; wider seam batten permits separated rib nuts and nominal socket access
mid_lower_left,1,1060.45,88.90000000000003,38.1,41.75000000000001,3.5000000000000013,1.5000000000000002,2x4 lumber
mid_lower_right,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_edge_left_upper,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_edge_right_upper,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_seam_vertical_upper,1,1060.45,165.1,38.1,41.75000000000001,6.5,1.5000000000000002,DEVELOPMENT: graded 2x8 ripped to 165.1 mm; wider seam batten permits separated rib nuts and nominal socket access
mid_upper_left,1,1060.45,88.90000000000003,38.1,41.75000000000001,3.5000000000000013,1.5000000000000002,2x4 lumber
mid_upper_right,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
rear_cross_1,2,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 rear crossmember rotated broad face parallel to panel; unrated bolted angles
rib_1_seam_left,1,350.0,89.95000000000002,63.5,13.779527559055119,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 350 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_1_seam_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_1_seam_right,1,420.0,89.95000000000002,63.5,16.535433070866144,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 420 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_1_seam_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_1_mid_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_1_mid_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_1_mid_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_1_mid_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rear_cross_2,2,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 rear crossmember rotated broad face parallel to panel; unrated bolted angles
rib_2_seam_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 300 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_2_seam_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_2_seam_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 300 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_2_seam_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_2_mid_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_2_mid_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_2_mid_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_2_mid_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rear_cross_3,2,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 rear crossmember rotated broad face parallel to panel; unrated bolted angles
rib_3_seam_left,1,350.0,89.95000000000002,63.5,13.779527559055119,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 350 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_3_seam_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_3_seam_right,1,420.0,89.95000000000002,63.5,16.535433070866144,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 420 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_3_seam_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_3_mid_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_3_mid_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_3_mid_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_3_mid_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
