part,vertex,u_mm,v_mm,w_mm,u_in,v_in,w_in
base_principal_right,11,88.9,132.32601184,0.0,3.5000000000000004,5.209685505511811,0.0
base_principal_right,12,88.9,132.32601184,38.1,3.5000000000000004,5.209685505511811,1.5000000000000002
base_principal_right,13,88.9,221.22601184,0.0,3.5000000000000004,8.709685505511812,0.0
base_principal_right,14,88.9,221.22601184,38.1,3.5000000000000004,8.709685505511812,1.5000000000000002
base_principal_right,15,88.9,2532.62601184,0.0,3.5000000000000004,99.70968550551181,0.0
base_principal_right,16,88.9,2532.62601184,139.7,3.5000000000000004,99.70968550551181,5.5
base_rail_top,1,0.0,-0.0,0.0,0.0,-0.0,0.0
base_rail_top,2,0.0,-0.0,139.7,0.0,-0.0,5.5
base_rail_top,3,0.0,38.1,0.0,0.0,1.5000000000000002,0.0
base_rail_top,4,0.0,38.1,139.7,0.0,1.5000000000000002,5.5
base_rail_top,5,2362.2,-0.0,0.0,93.0,-0.0,0.0
base_rail_top,6,2362.2,-0.0,139.7,93.0,-0.0,5.5
base_rail_top,7,2362.2,38.1,0.0,93.0,1.5000000000000002,0.0
base_rail_top,8,2362.2,38.1,139.7,93.0,1.5000000000000002,5.5
base_rail_mid_lower_left,1,0.0,-0.0,0.0,0.0,-0.0,0.0
base_rail_mid_lower_left,2,0.0,-0.0,139.7,0.0,-0.0,5.5
base_rail_mid_lower_left,3,0.0,38.1,-0.0,0.0,1.5000000000000002,-0.0
base_rail_mid_lower_left,4,0.0,38.1,139.7,0.0,1.5000000000000002,5.5
base_rail_mid_lower_left,5,1054.1,-0.0,0.0,41.5,-0.0,0.0
base_rail_mid_lower_left,6,1054.1,-0.0,139.7,41.5,-0.0,5.5
base_rail_mid_lower_left,7,1054.1,38.1,0.0,41.5,1.5000000000000002,0.0
base_rail_mid_lower_left,8,1054.1,38.1,139.7,41.5,1.5000000000000002,5.5
base_rail_mid_lower_right,1,0.0,-0.0,0.0,0.0,-0.0,0.0
base_rail_mid_lower_right,2,0.0,-0.0,139.7,0.0,-0.0,5.5
base_rail_mid_lower_right,3,0.0,38.1,0.0,0.0,1.5000000000000002,0.0
base_rail_mid_lower_right,4,0.0,38.1,139.7,0.0,1.5000000000000002,5.5
base_rail_mid_lower_right,5,1092.2,-0.0,0.0,43.00000000000001,-0.0,0.0
base_rail_mid_lower_right,6,1092.2,-0.0,139.7,43.00000000000001,-0.0,5.5
base_rail_mid_lower_right,7,1092.2,38.1,-0.0,43.00000000000001,1.5000000000000002,-0.0
base_rail_mid_lower_right,8,1092.2,38.1,139.7,43.00000000000001,1.5000000000000002,5.5
base_rail_mid_upper_left,1,0.0,-0.0,-0.0,0.0,-0.0,-0.0
base_rail_mid_upper_left,2,0.0,-0.0,139.7,0.0,-0.0,5.5
base_rail_mid_upper_left,3,0.0,38.1,-0.0,0.0,1.5000000000000002,-0.0
base_rail_mid_upper_left,4,0.0,38.1,139.7,0.0,1.5000000000000002,5.5
base_rail_mid_upper_left,5,1054.1,-0.0,-0.0,41.5,-0.0,-0.0
base_rail_mid_upper_left,6,1054.1,-0.0,139.7,41.5,-0.0,5.5
base_rail_mid_upper_left,7,1054.1,38.1,-0.0,41.5,1.5000000000000002,-0.0
base_rail_mid_upper_left,8,1054.1,38.1,139.7,41.5,1.5000000000000002,5.5
base_rail_mid_upper_right,1,0.0,-0.0,-0.0,0.0,-0.0,-0.0
base_rail_mid_upper_right,2,0.0,-0.0,139.7,0.0,-0.0,5.5
base_rail_mid_upper_right,3,0.0,38.1,-0.0,0.0,1.5000000000000002,-0.0
base_rail_mid_upper_right,4,0.0,38.1,139.7,0.0,1.5000000000000002,5.5
base_rail_mid_upper_right,5,1092.2,-0.0,-0.0,43.00000000000001,-0.0,-0.0
base_rail_mid_upper_right,6,1092.2,-0.0,139.7,43.00000000000001,-0.0,5.5
base_rail_mid_upper_right,7,1092.2,38.1,-0.0,43.00000000000001,1.5000000000000002,-0.0
base_rail_mid_upper_right,8,1092.2,38.1,139.7,43.00000000000001,1.5000000000000002,5.5
base_header,1,0.0,0.0,0.0,0.0,0.0,0.0
base_header,2,0.0,0.0,38.1,0.0,0.0,1.5000000000000002
base_header,3,0.0,285.75,0.0,0.0,11.25,0.0
base_header,4,0.0,285.75,38.1,0.0,11.25,1.5000000000000002
base_header,5,2438.4,0.0,0.0,96.00000000000001,0.0,0.0
base_header,6,2438.4,0.0,38.1,96.00000000000001,0.0,1.5000000000000002
base_header,7,2438.4,285.75,0.0,96.00000000000001,11.25,0.0
base_header,8,2438.4,285.75,38.1,96.00000000000001,11.25,1.5000000000000002
base_post_outer_left,1,0.0,0.0,0.0,0.0,0.0,0.0
base_post_outer_left,2,0.0,0.0,186.9,0.0,0.0,7.358267716535433
base_post_outer_left,3,0.0,285.75,0.0,0.0,11.25,0.0
base_post_outer_left,4,0.0,285.75,186.9,0.0,11.25,7.358267716535433
base_post_outer_left,5,38.1,0.0,0.0,1.5000000000000002,0.0,0.0
base_post_outer_left,6,38.1,0.0,186.9,1.5000000000000002,0.0,7.358267716535433
base_post_outer_left,7,38.1,285.75,0.0,1.5000000000000002,11.25,0.0
base_post_outer_left,8,38.1,285.75,186.9,1.5000000000000002,11.25,7.358267716535433
base_post_outer_right,1,0.0,0.0,0.0,0.0,0.0,0.0
base_post_outer_right,2,0.0,0.0,186.9,0.0,0.0,7.358267716535433
base_post_outer_right,3,0.0,285.75,0.0,0.0,11.25,0.0
base_post_outer_right,4,0.0,285.75,186.9,0.0,11.25,7.358267716535433
base_post_outer_right,5,38.1,0.0,0.0,1.5000000000000002,0.0,0.0
base_post_outer_right,6,38.1,0.0,186.9,1.5000000000000002,0.0,7.358267716535433
base_post_outer_right,7,38.1,285.75,0.0,1.5000000000000002,11.25,0.0
base_post_outer_right,8,38.1,285.75,186.9,1.5000000000000002,11.25,7.358267716535433
leg_left_inner,1,5.91668296,1385.8368974,0.0,0.23294027401574804,54.56050777165355,0.0
leg_left_inner,2,5.91668296,1385.8368974,19.05,0.23294027401574804,54.56050777165355,0.7500000000000001
leg_left_inner,3,21.05600012,1475.78132985,0.0,0.8289763826771654,58.101627159448825,0.0
leg_left_inner,4,21.05600012,1475.78132985,19.05,0.8289763826771654,58.101627159448825,0.7500000000000001
leg_left_inner,5,192.94685055,1400.60257956,0.0,7.596332698818898,55.14183384094489,0.0
leg_left_inner,6,192.94685055,1400.60257956,19.05,7.596332698818898,55.14183384094489,0.7500000000000001
leg_left_inner,7,278.17104399,1782.1991071,0.0,10.95161590511811,70.16531917716536,0.0
leg_left_inner,8,278.17104399,1782.1991071,19.05,10.95161590511811,70.16531917716536,0.7500000000000001
leg_left_inner,9,416.05904376,1666.49733735,0.0,16.38027731338583,65.61013139173228,0.0
leg_left_inner,10,416.05904376,1666.49733735,19.05,16.38027731338583,65.61013139173228,0.7500000000000001
leg_left_inner,11,534.87324607,0.0,0.0,21.05800181377953,0.0,0.0
leg_left_inner,12,534.87324607,0.0,19.05,21.05800181377953,0.0,0.7500000000000001
leg_left_inner,13,727.53928936,0.0,0.0,28.643279108661417,0.0,0.0
leg_left_inner,14,727.53928936,0.0,19.05,28.643279108661417,0.0,0.7500000000000001
leg_left_outer,1,5.91668296,1385.8368974,0.0,0.23294027401574804,54.56050777165355,0.0
leg_left_outer,2,5.91668296,1385.8368974,19.05,0.23294027401574804,54.56050777165355,0.7500000000000001
leg_left_outer,3,21.05600012,1475.78132985,0.0,0.8289763826771654,58.101627159448825,0.0
leg_left_outer,4,21.05600012,1475.78132985,19.05,0.8289763826771654,58.101627159448825,0.7500000000000001
leg_left_outer,5,192.94685055,1400.60257956,0.0,7.596332698818898,55.14183384094489,0.0
leg_left_outer,6,192.94685055,1400.60257956,19.05,7.596332698818898,55.14183384094489,0.7500000000000001
leg_left_outer,7,278.17104399,1782.1991071,0.0,10.95161590511811,70.16531917716536,0.0
leg_left_outer,8,278.17104399,1782.1991071,19.05,10.95161590511811,70.16531917716536,0.7500000000000001
leg_left_outer,9,416.05904376,1666.49733735,0.0,16.38027731338583,65.61013139173228,0.0
leg_left_outer,10,416.05904376,1666.49733735,19.05,16.38027731338583,65.61013139173228,0.7500000000000001
leg_left_outer,11,534.87324607,0.0,0.0,21.05800181377953,0.0,0.0
leg_left_outer,12,534.87324607,0.0,19.05,21.05800181377953,0.0,0.7500000000000001
leg_left_outer,13,727.53928936,0.0,0.0,28.643279108661417,0.0,0.0
leg_left_outer,14,727.53928936,0.0,19.05,28.643279108661417,0.0,0.7500000000000001
leg_right_inner,1,5.91668296,1385.8368974,0.0,0.23294027401574804,54.56050777165355,0.0
leg_right_inner,2,5.91668296,1385.8368974,19.05,0.23294027401574804,54.56050777165355,0.7500000000000001
leg_right_inner,3,21.05600012,1475.78132985,0.0,0.8289763826771654,58.101627159448825,0.0
leg_right_inner,4,21.05600012,1475.78132985,19.05,0.8289763826771654,58.101627159448825,0.7500000000000001
leg_right_inner,5,192.94685055,1400.60257956,0.0,7.596332698818898,55.14183384094489,0.0
leg_right_inner,6,192.94685055,1400.60257956,19.05,7.596332698818898,55.14183384094489,0.7500000000000001
leg_right_inner,7,278.17104399,1782.1991071,0.0,10.95161590511811,70.16531917716536,0.0
leg_right_inner,8,278.17104399,1782.1991071,19.05,10.95161590511811,70.16531917716536,0.7500000000000001
leg_right_inner,9,416.05904376,1666.49733735,0.0,16.38027731338583,65.61013139173228,0.0
leg_right_inner,10,416.05904376,1666.49733735,19.05,16.38027731338583,65.61013139173228,0.7500000000000001
leg_right_inner,11,534.87324607,0.0,0.0,21.05800181377953,0.0,0.0
leg_right_inner,12,534.87324607,0.0,19.05,21.05800181377953,0.0,0.7500000000000001
leg_right_inner,13,727.53928936,0.0,0.0,28.643279108661417,0.0,0.0
leg_right_inner,14,727.53928936,0.0,19.05,28.643279108661417,0.0,0.7500000000000001
leg_right_outer,1,5.91668296,1385.8368974,0.0,0.23294027401574804,54.56050777165355,0.0
leg_right_outer,2,5.91668296,1385.8368974,19.05,0.23294027401574804,54.56050777165355,0.7500000000000001
leg_right_outer,3,21.05600012,1475.78132985,0.0,0.8289763826771654,58.101627159448825,0.0
leg_right_outer,4,21.05600012,1475.78132985,19.05,0.8289763826771654,58.101627159448825,0.7500000000000001
leg_right_outer,5,192.94685055,1400.60257956,0.0,7.596332698818898,55.14183384094489,0.0
leg_right_outer,6,192.94685055,1400.60257956,19.05,7.596332698818898,55.14183384094489,0.7500000000000001
leg_right_outer,7,278.17104399,1782.1991071,0.0,10.95161590511811,70.16531917716536,0.0
leg_right_outer,8,278.17104399,1782.1991071,19.05,10.95161590511811,70.16531917716536,0.7500000000000001
leg_right_outer,9,416.05904376,1666.49733735,0.0,16.38027731338583,65.61013139173228,0.0
leg_right_outer,10,416.05904376,1666.49733735,19.05,16.38027731338583,65.61013139173228,0.7500000000000001
leg_right_outer,11,534.87324607,0.0,0.0,21.05800181377953,0.0,0.0
leg_right_outer,12,534.87324607,0.0,19.05,21.05800181377953,0.0,0.7500000000000001
leg_right_outer,13,727.53928936,0.0,0.0,28.643279108661417,0.0,0.0
leg_right_outer,14,727.53928936,0.0,19.05,28.643279108661417,0.0,0.7500000000000001
timber_bottom_backing,1,0.0,-0.0,-0.0,0.0,-0.0,-0.0
timber_bottom_backing,2,0.0,-0.0,38.1,0.0,-0.0,1.5000000000000002
timber_bottom_backing,3,0.0,88.9,-0.0,0.0,3.5000000000000004,-0.0
timber_bottom_backing,4,0.0,88.9,38.1,0.0,3.5000000000000004,1.5000000000000002
timber_bottom_backing,5,2362.2,-0.0,-0.0,93.0,-0.0,-0.0
timber_bottom_backing,6,2362.2,-0.0,38.1,93.0,-0.0,1.5000000000000002
timber_bottom_backing,7,2362.2,88.9,-0.0,93.0,3.5000000000000004,-0.0
timber_bottom_backing,8,2362.2,88.9,38.1,93.0,3.5000000000000004,1.5000000000000002
timber_base_gusset_left,1,0.0,0.0,0.0,0.0,0.0,0.0
timber_base_gusset_left,2,0.0,0.0,19.05,0.0,0.0,0.7500000000000001
timber_base_gusset_left,3,0.0,460.0,0.0,0.0,18.11023622047244,0.0
timber_base_gusset_left,4,0.0,460.0,19.05,0.0,18.11023622047244,0.7500000000000001
timber_base_gusset_left,5,285.75,0.0,0.0,11.25,0.0,0.0
timber_base_gusset_left,6,285.75,0.0,19.05,11.25,0.0,0.7500000000000001
timber_base_gusset_left,7,285.75,460.0,0.0,11.25,18.11023622047244,0.0
timber_base_gusset_left,8,285.75,460.0,19.05,11.25,18.11023622047244,0.7500000000000001
timber_base_gusset_right,1,0.0,0.0,0.0,0.0,0.0,0.0
timber_base_gusset_right,2,0.0,0.0,19.05,0.0,0.0,0.7500000000000001
timber_base_gusset_right,3,0.0,460.0,0.0,0.0,18.11023622047244,0.0
timber_base_gusset_right,4,0.0,460.0,19.05,0.0,18.11023622047244,0.7500000000000001
timber_base_gusset_right,5,285.75,0.0,0.0,11.25,0.0,0.0
timber_base_gusset_right,6,285.75,0.0,19.05,11.25,0.0,0.7500000000000001
timber_base_gusset_right,7,285.75,460.0,0.0,11.25,18.11023622047244,0.0
timber_base_gusset_right,8,285.75,460.0,19.05,11.25,18.11023622047244,0.7500000000000001
base_post_center_left_front,1,0.0,0.0,0.0,0.0,0.0,0.0
base_post_center_left_front,2,0.0,0.0,186.9,0.0,0.0,7.358267716535433
base_post_center_left_front,3,0.0,139.7,0.0,0.0,5.5,0.0
base_post_center_left_front,4,0.0,139.7,186.9,0.0,5.5,7.358267716535433
base_post_center_left_front,5,88.9,0.0,0.0,3.5000000000000004,0.0,0.0
base_post_center_left_front,6,88.9,0.0,186.9,3.5000000000000004,0.0,7.358267716535433
base_post_center_left_front,7,88.9,139.7,0.0,3.5000000000000004,5.5,0.0
base_post_center_left_front,8,88.9,139.7,186.9,3.5000000000000004,5.5,7.358267716535433
base_post_center_left_rear,1,0.0,0.0,0.0,0.0,0.0,0.0
base_post_center_left_rear,2,0.0,0.0,186.9,0.0,0.0,7.358267716535433
base_post_center_left_rear,3,0.0,139.7,0.0,0.0,5.5,0.0
base_post_center_left_rear,4,0.0,139.7,186.9,0.0,5.5,7.358267716535433
base_post_center_left_rear,5,88.9,0.0,0.0,3.5000000000000004,0.0,0.0
base_post_center_left_rear,6,88.9,0.0,186.9,3.5000000000000004,0.0,7.358267716535433
base_post_center_left_rear,7,88.9,139.7,0.0,3.5000000000000004,5.5,0.0
base_post_center_left_rear,8,88.9,139.7,186.9,3.5000000000000004,5.5,7.358267716535433
base_post_center_right_front,1,0.0,0.0,0.0,0.0,0.0,0.0
base_post_center_right_front,2,0.0,0.0,186.9,0.0,0.0,7.358267716535433
base_post_center_right_front,3,0.0,139.7,0.0,0.0,5.5,0.0
base_post_center_right_front,4,0.0,139.7,186.9,0.0,5.5,7.358267716535433
base_post_center_right_front,5,88.9,0.0,0.0,3.5000000000000004,0.0,0.0
base_post_center_right_front,6,88.9,0.0,186.9,3.5000000000000004,0.0,7.358267716535433
base_post_center_right_front,7,88.9,139.7,0.0,3.5000000000000004,5.5,0.0
base_post_center_right_front,8,88.9,139.7,186.9,3.5000000000000004,5.5,7.358267716535433
base_post_center_right_rear,1,0.0,0.0,0.0,0.0,0.0,0.0
base_post_center_right_rear,2,0.0,0.0,186.9,0.0,0.0,7.358267716535433
base_post_center_right_rear,3,0.0,139.7,0.0,0.0,5.5,0.0
base_post_center_right_rear,4,0.0,139.7,186.9,0.0,5.5,7.358267716535433
base_post_center_right_rear,5,88.9,0.0,0.0,3.5000000000000004,0.0,0.0
base_post_center_right_rear,6,88.9,0.0,186.9,3.5000000000000004,0.0,7.358267716535433
base_post_center_right_rear,7,88.9,139.7,0.0,3.5000000000000004,5.5,0.0
base_post_center_right_rear,8,88.9,139.7,186.9,3.5000000000000004,5.5,7.358267716535433
