part,layers,dimension_1_mm,dimension_2_mm,dimension_3_mm,dimension_1_in,dimension_2_in,dimension_3_in,description
angle_right_top,1,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal sharp corner; fabrication/capacity unresolved"
angle_right_cross_1,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
angle_right_cross_2,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
angle_right_cross_3,2,100,100,88.9,3.937007874015748,3.937007874015748,3.5000000000000004,"STEEL custom 100x100x6 angle, 88.9 long; nominal, capacity unresolved"
panel_edge_bottom,1,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 lumber
panel_edge_top,1,2438.4,88.90000000000009,38.1,96.00000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_seam_horizontal,1,2438.4,139.69999999999982,38.1,96.00000000000001,5.499999999999993,1.5000000000000002,2x6 lumber
panel_edge_left_lower,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_edge_right_lower,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_seam_vertical_lower,1,1060.45,165.1,38.1,41.75000000000001,6.5,1.5000000000000002,DEVELOPMENT: graded 2x8 ripped to 165.1 mm; wider seam batten permits separated rib nuts and nominal socket access
mid_lower_left,1,1060.45,88.90000000000003,38.1,41.75000000000001,3.5000000000000013,1.5000000000000002,2x4 lumber
mid_lower_right,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_edge_left_upper,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_edge_right_upper,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
panel_seam_vertical_upper,1,1060.45,165.1,38.1,41.75000000000001,6.5,1.5000000000000002,DEVELOPMENT: graded 2x8 ripped to 165.1 mm; wider seam batten permits separated rib nuts and nominal socket access
mid_upper_left,1,1060.45,88.90000000000003,38.1,41.75000000000001,3.5000000000000013,1.5000000000000002,2x4 lumber
mid_upper_right,1,1060.45,88.90000000000009,38.1,41.75000000000001,3.500000000000004,1.5000000000000002,2x4 lumber
rear_cross_1,2,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 rear crossmember rotated broad face parallel to panel; unrated bolted angles
rib_1_seam_left,1,350.0,89.95000000000002,63.5,13.779527559055119,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 350 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_1_seam_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_1_seam_right,1,420.0,89.95000000000002,63.5,16.535433070866144,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 420 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_1_seam_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_1_mid_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_1_mid_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_1_mid_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_1_mid_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rear_cross_2,2,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 rear crossmember rotated broad face parallel to panel; unrated bolted angles
rib_2_seam_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 300 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_2_seam_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_2_seam_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 300 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_2_seam_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_2_mid_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_2_mid_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_2_mid_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_2_mid_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rear_cross_3,2,2438.4,88.9,38.1,96.00000000000001,3.5000000000000004,1.5000000000000002,2x4 rear crossmember rotated broad face parallel to panel; unrated bolted angles
rib_3_seam_left,1,350.0,89.95000000000002,63.5,13.779527559055119,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 350 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_3_seam_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_3_seam_right,1,420.0,89.95000000000002,63.5,16.535433070866144,3.541338582677166,2.5,"PROVISIONAL solid rib, grain along S; 63.5 x 89.95 x 420 mm blank; net wire chase where required; no glue credit; material, products and capacity unresolved"
angle_rib_3_seam_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_3_mid_left,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_3_mid_left,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
rib_3_mid_right,1,300.0,89.95000000000002,63.5,11.811023622047244,3.541338582677166,2.5,"DEVELOPMENT: solid graded stock, grain along board slope; 63.5 x 89.95 x 300 mm blank with wire chase where required; no glue credit; material/product unresolved"
angle_rib_3_mid_right,1,180.0,80.0,80.0,7.086614173228347,3.1496062992125986,3.1496062992125986,"DEVELOPMENT: custom 80 x 80 x 6 mm angle, 180 mm long; sharp-corner envelope, fabrication and resistance unresolved"
clip_lower_left_bottom,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_lower_left_top,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_upper_left_bottom,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_upper_left_top,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_lower_right_bottom,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_lower_right_top,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_upper_right_bottom,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
clip_upper_right_top,1,51.9684,39.2684,34.925,2.0460000000000003,1.546,1.375,"US A21 selected with SD9112; UNVERIFIED UK hole/bend geometry proxy retained unaltered; not US production geometry or rated installation; Selected-product fit candidate, unqualified; project bores/pilots and head-seat envelopes are NOT machining instructions or structural approval; no capacity credit"
cheek_splice_left_inner,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"PROVISIONAL additive transition profile; original stock profile and old bores retained, with supplemental through-bores; one independent 19.05 mm plywood ply, no glue/composite/friction credit; pads provide nominal bearing only, supplemental steel/bolts unqualified; STEP profile governs"
cheek_splice_left_outer,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"PROVISIONAL additive transition profile; original stock profile and old bores retained, with supplemental through-bores; one independent 19.05 mm plywood ply, no glue/composite/friction credit; pads provide nominal bearing only, supplemental steel/bolts unqualified; STEP profile governs"
transition_main_angle_left,1,100.0,100.0,75.0,3.937007874015748,3.937007874015748,2.952755905511811,"UNSELECTED custom 6 mm sharp-corner steel angle; not an A21 or a rated product; bend, steel, holes, head seating, fabrication and resistance unresolved; main-angle Ø12 access openings preserve old splice screw paths"
transition_kicker_angle_left,1,100.0,84.9670842003598,50.0,3.937007874015748,3.345160795289756,1.968503937007874,"UNSELECTED custom 6 mm sharp-corner steel angle; not an A21 or a rated product; bend, steel, holes, head seating, fabrication and resistance unresolved; main-angle Ø12 access openings preserve old splice screw paths"
transition_seam_angle_left,1,140.0,71.9,90.65000000000009,5.511811023622047,2.830708661417323,3.5688976377952795,"UNSELECTED custom 6 mm sharp-corner rear-face angle; rail side-grain screws and through-rim bolts; bend, steel, seating, edge distances and resistance unresolved"
transition_top_angle_left,1,140.0,38.1,68.90000000000009,5.511811023622047,1.5000000000000002,2.712598425196854,"UNSELECTED custom 6 mm sharp-corner rear-face angle; rail side-grain screws and through-rim bolts; bend, steel, seating, edge distances and resistance unresolved"
transition_kicker_bottom_angle_left,1,140.0,70.9,40.0,5.511811023622047,2.7913385826771657,1.5748031496062993,"UNSELECTED custom 6 mm rear-face angle, nominal 5 mm floor clearance; side-grain rail screws and through-cheek bolts; material, tools and resistance unresolved"
cheek_splice_right_inner,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"PROVISIONAL additive transition profile; original stock profile and old bores retained, with supplemental through-bores; one independent 19.05 mm plywood ply, no glue/composite/friction credit; pads provide nominal bearing only, supplemental steel/bolts unqualified; STEP profile governs"
cheek_splice_right_outer,1,228.97839601454803,153.31428722535233,19.05,9.014897480887718,6.035995560053242,0.7500000000000001,"PROVISIONAL additive transition profile; original stock profile and old bores retained, with supplemental through-bores; one independent 19.05 mm plywood ply, no glue/composite/friction credit; pads provide nominal bearing only, supplemental steel/bolts unqualified; STEP profile governs"
transition_main_angle_right,1,100.0,100.0,75.0,3.937007874015748,3.937007874015748,2.952755905511811,"UNSELECTED custom 6 mm sharp-corner steel angle; not an A21 or a rated product; bend, steel, holes, head seating, fabrication and resistance unresolved; main-angle Ø12 access openings preserve old splice screw paths"
transition_kicker_angle_right,1,100.0,84.9670842003598,50.0,3.937007874015748,3.345160795289756,1.968503937007874,"UNSELECTED custom 6 mm sharp-corner steel angle; not an A21 or a rated product; bend, steel, holes, head seating, fabrication and resistance unresolved; main-angle Ø12 access openings preserve old splice screw paths"
transition_seam_angle_right,1,140.0,71.9,90.65000000000009,5.511811023622047,2.830708661417323,3.5688976377952795,"UNSELECTED custom 6 mm sharp-corner rear-face angle; rail side-grain screws and through-rim bolts; bend, steel, seating, edge distances and resistance unresolved"
transition_top_angle_right,1,140.0,38.1,68.90000000000009,5.511811023622047,1.5000000000000002,2.712598425196854,"UNSELECTED custom 6 mm sharp-corner rear-face angle; rail side-grain screws and through-rim bolts; bend, steel, seating, edge distances and resistance unresolved"
transition_kicker_bottom_angle_right,1,140.0,70.9,40.0,5.511811023622047,2.7913385826771657,1.5748031496062993,"UNSELECTED custom 6 mm rear-face angle, nominal 5 mm floor clearance; side-grain rail screws and through-cheek bolts; material, tools and resistance unresolved"
