part,kind,dimension_1_mm,dimension_2_mm,dimension_3_mm,description
base_rail_bottom_left_2,part,361.90000000000003,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_left_3,part,261.9,139.7,38.1,"Shortened square-cut 2x6 bottom segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_right_1,part,321.9,139.7,38.1,"Shortened square-cut 2x6 bottom segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_right_2,part,361.90000000000003,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_rail_bottom_right_3,part,332.0500000000002,139.7,38.1,"Independent square-cut single 2x6 bottom-rail segment; no service pockets; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_center_left,part,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 center principal; no service pockets or housing; level bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_center_left,part,186.9,234.95,38.1,"Independent single nominal 2x10 center post; vertical grain; full-depth header support; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_principal_center_right,part,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 center principal; no service pockets or housing; level bearing cut; grain along slope; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
base_post_center_right,part,186.9,234.95,38.1,"Independent single nominal 2x10 center post; vertical grain; full-depth header support; Direct commercial ML24Z rim-to-header angles replace plywood gussets and their eight bolts; selected SDS25112 screws retained; geometry, local stiffness, connection resistance and global stability require verification; NOT build-ready"
clip_single_top_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_single_top_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_outer_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_outer_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_left_1_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_left_1_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_left_2_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_left_2_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_left_3_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_right_1_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_right_2_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_right_2_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_right_3_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_bottom_right_3_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_top_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_base_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_header_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_top_left_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_base_left_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_header_left_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_top_right_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_base_right_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_header_right_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_top_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_base_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_vertical_header_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_top_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_base_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_header_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_bottom_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_top_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_base_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_header_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_bottom_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_angle_base_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_angle_base_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
fastener_clip_single_top_left_1_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_left_1 + base_rail_top"
fastener_clip_single_top_left_1_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_left_1 + base_rail_top"
fastener_clip_single_top_left_1_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_left_1 + base_rail_top"
fastener_clip_single_top_left_1_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_left_1 + base_side_left"
fastener_clip_single_top_left_1_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_left_1 + base_side_left"
fastener_clip_single_top_left_1_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_left_1 + base_side_left"
fastener_clip_single_top_right_2_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_right_2 + base_rail_top"
fastener_clip_single_top_right_2_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_right_2 + base_rail_top"
fastener_clip_single_top_right_2_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_right_2 + base_rail_top"
fastener_clip_single_top_right_2_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_right_2 + base_side_right"
fastener_clip_single_top_right_2_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_right_2 + base_side_right"
fastener_clip_single_top_right_2_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_single_top_right_2 + base_side_right"
fastener_clip_timber_header_outer_left_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_left + base_header"
fastener_clip_timber_header_outer_left_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_left + base_header"
fastener_clip_timber_header_outer_left_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_left + base_header"
fastener_clip_timber_header_outer_left_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_left + base_post_outer_left"
fastener_clip_timber_header_outer_left_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_left + base_post_outer_left"
fastener_clip_timber_header_outer_left_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_left + base_post_outer_left"
fastener_clip_timber_header_outer_right_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_right + base_header"
fastener_clip_timber_header_outer_right_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_right + base_header"
fastener_clip_timber_header_outer_right_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_right + base_header"
fastener_clip_timber_header_outer_right_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_right + base_post_outer_right"
fastener_clip_timber_header_outer_right_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_right + base_post_outer_right"
fastener_clip_timber_header_outer_right_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_timber_header_outer_right + base_post_outer_right"
fastener_clip_vertical_bottom_left_1_1_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_1 + base_rail_bottom_left_1"
fastener_clip_vertical_bottom_left_1_1_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_1 + base_rail_bottom_left_1"
fastener_clip_vertical_bottom_left_1_1_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_1 + base_rail_bottom_left_1"
fastener_clip_vertical_bottom_left_1_1_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_1 + base_side_left"
fastener_clip_vertical_bottom_left_1_1_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_1 + base_side_left"
fastener_clip_vertical_bottom_left_1_1_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_1 + base_side_left"
fastener_clip_vertical_bottom_left_1_2_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_2 + base_rail_bottom_left_1"
fastener_clip_vertical_bottom_left_1_2_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_2 + base_rail_bottom_left_1"
fastener_clip_vertical_bottom_left_1_2_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_2 + base_rail_bottom_left_1"
fastener_clip_vertical_bottom_left_1_2_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_2 + base_principal_left_1"
fastener_clip_vertical_bottom_left_1_2_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_2 + base_principal_left_1"
fastener_clip_vertical_bottom_left_1_2_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_1_2 + base_principal_left_1"
fastener_clip_vertical_bottom_left_2_1_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_1 + base_rail_bottom_left_2"
fastener_clip_vertical_bottom_left_2_1_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_1 + base_rail_bottom_left_2"
fastener_clip_vertical_bottom_left_2_1_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_1 + base_rail_bottom_left_2"
fastener_clip_vertical_bottom_left_2_1_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_1 + base_principal_left_1"
fastener_clip_vertical_bottom_left_2_1_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_1 + base_principal_left_1"
fastener_clip_vertical_bottom_left_2_1_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_1 + base_principal_left_1"
fastener_clip_vertical_bottom_left_2_2_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_2 + base_rail_bottom_left_2"
fastener_clip_vertical_bottom_left_2_2_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_2 + base_rail_bottom_left_2"
fastener_clip_vertical_bottom_left_2_2_beam_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_2 + base_rail_bottom_left_2"
fastener_clip_vertical_bottom_left_2_2_upright_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_2 + base_principal_left_2"
fastener_clip_vertical_bottom_left_2_2_upright_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_2 + base_principal_left_2"
fastener_clip_vertical_bottom_left_2_2_upright_3,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_2_2 + base_principal_left_2"
fastener_clip_vertical_bottom_left_3_1_beam_1,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_3_1 + base_rail_bottom_left_3"
fastener_clip_vertical_bottom_left_3_1_beam_2,screw,38.1,6.35,6.35,"Simpson SDS25112, separately purchased; manufacturer nominal underhead/head geometry; simplified unthreaded shaft; no pilot instruction or capacity assignment; clip_vertical_bottom_left_3_1 + base_rail_bottom_left_3"
