connection,part,operation,diameter_mm,diameter_in,axis_origin_local_mm,axis_direction_local,raw_entry_local_mm,raw_exit_local_mm,raw_entry_local_in,raw_exit_local_in,signed_raw_intervals_from_hardware_origin_mm,machining_depth_mm,note
clip_timber_top_left_2_upright_2,base_principal_left,factory_clip_screw_axis,,,"[-2.5552399999999977, 2490.3832718366566, 88.90000000000055]","[1.0, 0.0, 0.0]","[[0.0, 2490.3832718366566, 88.90000000000055]]","[[88.89999999999964, 2490.3832718366566, 88.90000000000055]]","[[0.0, 98.0465855053802, 3.5000000000000218]]","[[3.499999999999986, 98.0465855053802, 3.5000000000000218]]","[[2.5552399999999977, 91.45523999999963]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_left_2_upright_3,base_principal_left,factory_clip_screw_axis,,,"[-2.5552399999999977, 2496.7332718366565, 127.00000000000068]","[1.0, 0.0, 0.0]","[[0.0, 2496.7332718366565, 127.00000000000068]]","[[88.89999999999964, 2496.7332718366565, 127.00000000000068]]","[[0.0, 98.29658550538018, 5.0000000000000275]]","[[3.499999999999986, 98.29658550538018, 5.0000000000000275]]","[[2.5552399999999977, 91.45523999999963]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_1_beam_1,base_rail_top,factory_clip_screw_axis,,,"[1312.2427400000001, -2.555240000001227, 127.0000000000002]","[0.0, 1.0, -4.440892098500626e-15]","[[1312.2427400000001, -1.0942358130705543e-12, 127.00000000000026]]","[[1312.2427400000001, 38.099999999998005, 126.9999999999999]]","[[51.66310000000001, -4.308015012088797e-14, 5.000000000000011]]","[[51.66310000000001, 1.4999999999999216, 4.9999999999999964]]","[[2.5552399999999365, 40.65523999999939]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_1_beam_2,base_rail_top,factory_clip_screw_axis,,,"[1305.8927400000002, -2.5552400000011914, 88.9000000000001]","[0.0, 1.0, -4.440892098500626e-15]","[[1305.8927400000002, -4.192202140984591e-13, 88.90000000000012]]","[[1305.8927400000002, 38.09999999999903, 88.90000000000005]]","[[51.413100000000014, -1.6504732838522014e-14, 3.500000000000005]]","[[51.413100000000014, 1.4999999999999618, 3.500000000000002]]","[[2.5552400000006332, 40.655240000000084]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_1_beam_3,base_rail_top,factory_clip_screw_axis,,,"[1312.2427400000001, -2.555240000001156, 50.80000000000002]","[0.0, 1.0, -4.440892098500626e-15]","[[1312.2427400000001, -2.3447910280083306e-13, 50.79999999999986]]","[[1312.2427400000001, 38.09999999999922, 50.799999999999784]]","[[51.66310000000001, -9.231460740190279e-15, 1.9999999999999947]]","[[51.66310000000001, 1.4999999999999694, 1.9999999999999916]]","[[2.555240000000982, 40.65524000000043]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_1_upright_1,base_principal_right,factory_clip_screw_axis,,,"[91.45524, 2496.7332718366565, 127.00000000000068]","[-1.0, -0.0, 0.0]","[[88.89999999999964, 2496.7332718366565, 127.00000000000068]]","[[0.0, 2496.7332718366565, 127.00000000000068]]","[[3.499999999999986, 98.29658550538018, 5.0000000000000275]]","[[0.0, 98.29658550538018, 5.0000000000000275]]","[[2.555240000000367, 91.45524]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_1_upright_2,base_principal_right,factory_clip_screw_axis,,,"[91.45524, 2490.3832718366566, 88.90000000000055]","[-1.0, -0.0, 0.0]","[[88.89999999999964, 2490.3832718366566, 88.90000000000055]]","[[0.0, 2490.3832718366566, 88.90000000000055]]","[[3.499999999999986, 98.0465855053802, 3.5000000000000218]]","[[0.0, 98.0465855053802, 3.5000000000000218]]","[[2.555240000000367, 91.45524]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_1_upright_3,base_principal_right,factory_clip_screw_axis,,,"[91.45524, 2496.733271836657, 50.80000000000018]","[-1.0, -0.0, 0.0]","[[88.89999999999964, 2496.733271836657, 50.80000000000018]]","[[0.0, 2496.733271836657, 50.80000000000018]]","[[3.499999999999986, 98.29658550538021, 2.000000000000007]]","[[0.0, 98.29658550538021, 2.000000000000007]]","[[2.555240000000367, 91.45524]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_2_beam_1,base_rail_top,factory_clip_screw_axis,,,"[2319.95726, -2.555240000001156, 50.80000000000002]","[0.0, 1.0, -4.440892098500626e-15]","[[2319.95726, -2.3447910280083306e-13, 50.79999999999986]]","[[2319.95726, 38.09999999999922, 50.799999999999784]]","[[91.33690000000001, -9.231460740190279e-15, 1.9999999999999947]]","[[91.33690000000001, 1.4999999999999694, 1.9999999999999916]]","[[2.555240000000982, 40.65524000000043]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_2_beam_2,base_rail_top,factory_clip_screw_axis,,,"[2326.3072600000005, -2.5552400000011914, 88.9000000000001]","[0.0, 1.0, -4.440892098500626e-15]","[[2326.3072600000005, -4.192202140984591e-13, 88.90000000000012]]","[[2326.3072600000005, 38.09999999999903, 88.90000000000005]]","[[91.58690000000003, -1.6504732838522014e-14, 3.500000000000005]]","[[91.58690000000003, 1.4999999999999618, 3.500000000000002]]","[[2.5552400000006332, 40.655240000000084]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_2_beam_3,base_rail_top,factory_clip_screw_axis,,,"[2319.95726, -2.555240000001227, 127.0000000000002]","[0.0, 1.0, -4.440892098500626e-15]","[[2319.95726, -1.0942358130705543e-12, 127.00000000000026]]","[[2319.95726, 38.099999999998005, 126.9999999999999]]","[[91.33690000000001, -4.308015012088797e-14, 5.000000000000011]]","[[91.33690000000001, 1.4999999999999216, 4.9999999999999964]]","[[2.5552399999999365, 40.65523999999939]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_2_upright_1,base_side_right,factory_clip_screw_axis,,,"[-2.5552399999999125, 2534.0312504424865, 50.80000000000018]","[1.0, 0.0, 0.0]","[[-2.2737367544323206e-13, 2534.0312504424865, 50.80000000000018]]","[[38.100000000000136, 2534.0312504424865, 50.80000000000018]]","[[-8.951719505639057e-15, 99.76500985994042, 2.000000000000007]]","[[1.5000000000000056, 99.76500985994042, 2.000000000000007]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_2_upright_2,base_side_right,factory_clip_screw_axis,,,"[-2.5552399999999125, 2527.681250442487, 88.90000000000032]","[1.0, 0.0, 0.0]","[[-2.2737367544323206e-13, 2527.681250442487, 88.90000000000032]]","[[38.100000000000136, 2527.681250442487, 88.90000000000032]]","[[-8.951719505639057e-15, 99.51500985994043, 3.500000000000013]]","[[1.5000000000000056, 99.51500985994043, 3.500000000000013]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_top_right_2_upright_3,base_side_right,factory_clip_screw_axis,,,"[-2.5552399999999125, 2534.0312504424865, 127.00000000000045]","[1.0, 0.0, 0.0]","[[-2.2737367544323206e-13, 2534.0312504424865, 127.00000000000045]]","[[38.100000000000136, 2534.0312504424865, 127.00000000000045]]","[[-8.951719505639057e-15, 99.76500985994042, 5.000000000000018]]","[[1.5000000000000056, 99.76500985994042, 5.000000000000018]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_1_beam_1,base_rail_mid_lower_left,factory_clip_screw_axis,,,"[42.24273999999991, -2.5552400000005875, 127.00000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[42.24273999999991, -1.0160761121369433e-12, 127.00000000000017]]","[[42.24273999999991, 38.0999999999994, 127.00000000000001]]","[[1.6630999999999967, -4.000299654082454e-14, 5.000000000000007]]","[[1.6630999999999967, 1.4999999999999765, 5.000000000000001]]","[[2.55523999999947, 40.65523999999991]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_1_beam_2,base_rail_mid_lower_left,factory_clip_screw_axis,,,"[35.89274, -2.555240000000623, 88.90000000000013]","[0.0, 1.0, -4.440892098500626e-15]","[[35.89274, -7.389644451905042e-13, 88.90000000000015]]","[[35.89274, 38.09999999999968, 88.89999999999999]]","[[1.4131000000000002, -2.9093088393326936e-14, 3.500000000000006]]","[[1.4131000000000002, 1.4999999999999876, 3.5]]","[[2.5552399999998916, 40.65524000000033]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_1_beam_3,base_rail_mid_lower_left,factory_clip_screw_axis,,,"[42.24273999999991, -2.555240000000662, 50.80000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[42.24273999999991, -1.3145040611561853e-13, 50.8000000000001]]","[[42.24273999999991, 38.09999999999939, 50.79999999999993]]","[[1.6630999999999967, -5.17521283919758e-15, 2.000000000000004]]","[[1.6630999999999967, 1.499999999999976, 1.9999999999999976]]","[[2.5552400000006052, 40.655240000000056]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_1_upright_1,base_side_left,factory_clip_screw_axis,,,"[40.65523999999982, 1314.8312504424869, 127.00000000000034]","[-1.0, -0.0, 0.0]","[[38.100000000000136, 1314.8312504424869, 127.00000000000034]]","[[-2.2737367544323206e-13, 1314.8312504424869, 127.00000000000034]]","[[1.5000000000000056, 51.76500985994043, 5.000000000000013]]","[[-8.951719505639057e-15, 51.76500985994043, 5.000000000000013]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_1_upright_2,base_side_left,factory_clip_screw_axis,,,"[40.65523999999982, 1308.4812504424867, 88.90000000000032]","[-1.0, -0.0, 0.0]","[[38.100000000000136, 1308.4812504424867, 88.90000000000032]]","[[-2.2737367544323206e-13, 1308.4812504424867, 88.90000000000032]]","[[1.5000000000000056, 51.51500985994043, 3.500000000000013]]","[[-8.951719505639057e-15, 51.51500985994043, 3.500000000000013]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_1_upright_3,base_side_left,factory_clip_screw_axis,,,"[40.65523999999982, 1314.8312504424866, 50.800000000000296]","[-1.0, -0.0, 0.0]","[[38.100000000000136, 1314.8312504424866, 50.800000000000296]]","[[-2.2737367544323206e-13, 1314.8312504424866, 50.800000000000296]]","[[1.5000000000000056, 51.76500985994042, 2.0000000000000115]]","[[-8.951719505639057e-15, 51.76500985994042, 2.0000000000000115]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_2_beam_1,base_rail_mid_lower_left,factory_clip_screw_axis,,,"[1011.8572600000001, -2.555240000000662, 50.80000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[1011.8572600000001, -1.3145040611561853e-13, 50.8000000000001]]","[[1011.8572600000001, 38.09999999999939, 50.79999999999993]]","[[39.83690000000001, -5.17521283919758e-15, 2.000000000000004]]","[[39.83690000000001, 1.499999999999976, 1.9999999999999976]]","[[2.5552400000006052, 40.655240000000056]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_2_beam_2,base_rail_mid_lower_left,factory_clip_screw_axis,,,"[1018.2072600000001, -2.555240000000623, 88.90000000000013]","[0.0, 1.0, -4.440892098500626e-15]","[[1018.2072600000001, -7.389644451905042e-13, 88.90000000000015]]","[[1018.2072600000001, 38.09999999999968, 88.89999999999999]]","[[40.08690000000001, -2.9093088393326936e-14, 3.500000000000006]]","[[40.08690000000001, 1.4999999999999876, 3.5]]","[[2.5552399999998916, 40.65524000000033]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_2_beam_3,base_rail_mid_lower_left,factory_clip_screw_axis,,,"[1011.8572600000001, -2.5552400000005875, 127.00000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[1011.8572600000001, -1.0160761121369433e-12, 127.00000000000017]]","[[1011.8572600000001, 38.0999999999994, 127.00000000000001]]","[[39.83690000000001, -4.000299654082454e-14, 5.000000000000007]]","[[39.83690000000001, 1.4999999999999765, 5.000000000000001]]","[[2.55523999999947, 40.65523999999991]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_2_upright_1,base_principal_left,factory_clip_screw_axis,,,"[-2.5552399999999977, 1277.5332718366567, 50.80000000000052]","[1.0, 0.0, 0.0]","[[0.0, 1277.5332718366567, 50.80000000000052]]","[[88.89999999999964, 1277.5332718366567, 50.80000000000052]]","[[0.0, 50.296585505380186, 2.000000000000021]]","[[3.499999999999986, 50.296585505380186, 2.000000000000021]]","[[2.5552399999999977, 91.45523999999963]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_2_upright_2,base_principal_left,factory_clip_screw_axis,,,"[-2.5552399999999977, 1271.1832718366568, 88.90000000000043]","[1.0, 0.0, 0.0]","[[0.0, 1271.1832718366568, 88.90000000000043]]","[[88.89999999999964, 1271.1832718366568, 88.90000000000043]]","[[0.0, 50.04658550538019, 3.5000000000000173]]","[[3.499999999999986, 50.04658550538019, 3.5000000000000173]]","[[2.5552399999999977, 91.45523999999963]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_left_2_upright_3,base_principal_left,factory_clip_screw_axis,,,"[-2.5552399999999977, 1277.533271836657, 127.00000000000045]","[1.0, 0.0, 0.0]","[[0.0, 1277.533271836657, 127.00000000000045]]","[[88.89999999999964, 1277.533271836657, 127.00000000000045]]","[[0.0, 50.29658550538019, 5.000000000000018]]","[[3.499999999999986, 50.29658550538019, 5.000000000000018]]","[[2.5552399999999977, 91.45523999999963]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_1_beam_1,base_rail_mid_lower_right,factory_clip_screw_axis,,,"[42.24273999999991, -2.5552400000005875, 127.00000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[42.24273999999991, -1.0160761121369433e-12, 127.00000000000017]]","[[42.24273999999991, 38.0999999999994, 127.00000000000001]]","[[1.6630999999999967, -4.000299654082454e-14, 5.000000000000007]]","[[1.6630999999999967, 1.4999999999999765, 5.000000000000001]]","[[2.55523999999947, 40.65523999999991]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_1_beam_2,base_rail_mid_lower_right,factory_clip_screw_axis,,,"[35.89273999999992, -2.555240000000623, 88.90000000000013]","[0.0, 1.0, -4.440892098500626e-15]","[[35.89273999999992, -7.389644451905042e-13, 88.90000000000015]]","[[35.89273999999992, 38.09999999999968, 88.89999999999999]]","[[1.413099999999997, -2.9093088393326936e-14, 3.500000000000006]]","[[1.413099999999997, 1.4999999999999876, 3.5]]","[[2.5552399999998916, 40.65524000000033]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_1_beam_3,base_rail_mid_lower_right,factory_clip_screw_axis,,,"[42.24273999999991, -2.555240000000662, 50.80000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[42.24273999999991, -1.3145040611561853e-13, 50.8000000000001]]","[[42.24273999999991, 38.09999999999939, 50.79999999999993]]","[[1.6630999999999967, -5.17521283919758e-15, 2.000000000000004]]","[[1.6630999999999967, 1.499999999999976, 1.9999999999999976]]","[[2.5552400000006052, 40.655240000000056]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_1_upright_1,base_principal_right,factory_clip_screw_axis,,,"[91.45524, 1277.533271836657, 127.00000000000045]","[-1.0, -0.0, 0.0]","[[88.89999999999964, 1277.533271836657, 127.00000000000045]]","[[0.0, 1277.533271836657, 127.00000000000045]]","[[3.499999999999986, 50.29658550538019, 5.000000000000018]]","[[0.0, 50.29658550538019, 5.000000000000018]]","[[2.555240000000367, 91.45524]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_1_upright_2,base_principal_right,factory_clip_screw_axis,,,"[91.45524, 1271.1832718366568, 88.90000000000043]","[-1.0, -0.0, 0.0]","[[88.89999999999964, 1271.1832718366568, 88.90000000000043]]","[[0.0, 1271.1832718366568, 88.90000000000043]]","[[3.499999999999986, 50.04658550538019, 3.5000000000000173]]","[[0.0, 50.04658550538019, 3.5000000000000173]]","[[2.555240000000367, 91.45524]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_1_upright_3,base_principal_right,factory_clip_screw_axis,,,"[91.45524, 1277.5332718366567, 50.80000000000052]","[-1.0, -0.0, 0.0]","[[88.89999999999964, 1277.5332718366567, 50.80000000000052]]","[[0.0, 1277.5332718366567, 50.80000000000052]]","[[3.499999999999986, 50.296585505380186, 2.000000000000021]]","[[0.0, 50.296585505380186, 2.000000000000021]]","[[2.555240000000367, 91.45524]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_2_beam_1,base_rail_mid_lower_right,factory_clip_screw_axis,,,"[1049.9572600000001, -2.555240000000662, 50.80000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[1049.9572600000001, -1.3145040611561853e-13, 50.8000000000001]]","[[1049.9572600000001, 38.09999999999939, 50.79999999999993]]","[[41.33690000000001, -5.17521283919758e-15, 2.000000000000004]]","[[41.33690000000001, 1.499999999999976, 1.9999999999999976]]","[[2.5552400000006052, 40.655240000000056]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_2_beam_2,base_rail_mid_lower_right,factory_clip_screw_axis,,,"[1056.30726, -2.555240000000623, 88.90000000000013]","[0.0, 1.0, -4.440892098500626e-15]","[[1056.30726, -7.389644451905042e-13, 88.90000000000015]]","[[1056.30726, 38.09999999999968, 88.89999999999999]]","[[41.58690000000001, -2.9093088393326936e-14, 3.500000000000006]]","[[41.58690000000001, 1.4999999999999876, 3.5]]","[[2.5552399999998916, 40.65524000000033]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_2_beam_3,base_rail_mid_lower_right,factory_clip_screw_axis,,,"[1049.9572600000001, -2.5552400000005875, 127.00000000000014]","[0.0, 1.0, -4.440892098500626e-15]","[[1049.9572600000001, -1.0160761121369433e-12, 127.00000000000017]]","[[1049.9572600000001, 38.0999999999994, 127.00000000000001]]","[[41.33690000000001, -4.000299654082454e-14, 5.000000000000007]]","[[41.33690000000001, 1.4999999999999765, 5.000000000000001]]","[[2.55523999999947, 40.65523999999991]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_2_upright_1,base_side_right,factory_clip_screw_axis,,,"[-2.5552399999999125, 1314.8312504424866, 50.800000000000296]","[1.0, 0.0, 0.0]","[[-2.2737367544323206e-13, 1314.8312504424866, 50.800000000000296]]","[[38.100000000000136, 1314.8312504424866, 50.800000000000296]]","[[-8.951719505639057e-15, 51.76500985994042, 2.0000000000000115]]","[[1.5000000000000056, 51.76500985994042, 2.0000000000000115]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_2_upright_2,base_side_right,factory_clip_screw_axis,,,"[-2.5552399999999125, 1308.4812504424867, 88.90000000000032]","[1.0, 0.0, 0.0]","[[-2.2737367544323206e-13, 1308.4812504424867, 88.90000000000032]]","[[38.100000000000136, 1308.4812504424867, 88.90000000000032]]","[[-8.951719505639057e-15, 51.51500985994043, 3.500000000000013]]","[[1.5000000000000056, 51.51500985994043, 3.500000000000013]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_lower_right_2_upright_3,base_side_right,factory_clip_screw_axis,,,"[-2.5552399999999125, 1314.8312504424869, 127.00000000000034]","[1.0, 0.0, 0.0]","[[-2.2737367544323206e-13, 1314.8312504424869, 127.00000000000034]]","[[38.100000000000136, 1314.8312504424869, 127.00000000000034]]","[[-8.951719505639057e-15, 51.76500985994043, 5.000000000000013]]","[[1.5000000000000056, 51.76500985994043, 5.000000000000013]]","[[2.555239999999685, 40.65524000000005]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_upper_left_1_beam_1,base_rail_mid_upper_left,factory_clip_screw_axis,,,"[42.24273999999991, 40.65523999999928, 50.799999999999955]","[-0.0, -1.0, 4.440892098500626e-15]","[[42.24273999999991, 38.09999999999996, 50.79999999999997]]","[[42.24273999999991, -4.547473508864641e-13, 50.800000000000125]]","[[1.6630999999999967, 1.4999999999999984, 1.999999999999999]]","[[1.6630999999999967, -1.7903439011278115e-14, 2.000000000000005]]","[[2.555239999999324, 40.655239999999765]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
clip_timber_mid_upper_left_1_beam_2,base_rail_mid_upper_left,factory_clip_screw_axis,,,"[35.89274, 40.65523999999931, 88.89999999999995]","[-0.0, -1.0, 4.440892098500626e-15]","[[35.89274, 38.09999999999968, 88.89999999999999]]","[[35.89274, -8.100187187665142e-13, 88.90000000000023]]","[[1.4131000000000002, 1.4999999999999876, 3.5]]","[[1.4131000000000002, -3.189050073883914e-14, 3.5000000000000093]]","[[2.5552399999997455, 40.655240000000184]]",,Transfer through actual ML24Z factory holes; no invented SDS pilot diameter/depth
