part,kind,dimension_1_mm,dimension_2_mm,dimension_3_mm,description
base_principal_center_right,part,2532.626011836657,139.7,38.1,"Independent single nominal 2x6 center principal; no service pockets or housing; level bearing cut; grain along slope; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage"
base_post_center_right,part,186.9,234.95,38.1,"Independent single nominal 2x10 center post; vertical grain; full-depth header support; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
base_rail_bottom_left,part,1092.0500000000002,139.7,38.1,"Independent square-cut single 2x6 horizontal rail; grain X; no inherited service pockets; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage"
base_rail_service_lower_left,part,1092.0500000000002,139.7,38.1,"Independent square-cut single 2x6 horizontal rail; grain X; no inherited service pockets; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage"
base_rail_service_upper_left,part,1092.0500000000002,139.7,38.1,"Independent square-cut single 2x6 horizontal rail; grain X; no inherited service pockets; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage"
base_rail_bottom_right,part,1092.0500000000002,139.7,38.1,"Independent square-cut single 2x6 horizontal rail; grain X; no inherited service pockets; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage"
base_rail_service_lower_right,part,1092.0500000000002,139.7,38.1,"Independent square-cut single 2x6 horizontal rail; grain X; no inherited service pockets; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage"
base_rail_service_upper_right,part,1092.0500000000002,139.7,38.1,"Independent square-cut single 2x6 horizontal rail; grain X; no inherited service pockets; Four horizontal single 2x6 service rails replace four intermediate principals and posts; split center pair and outer base angles retained; provisional rail placement, panel spans, wiring access, connections and stability unqualified; NOT build-ready; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage; enclosed 38.1 mm strand passage"
clip_single_top_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_single_top_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_outer_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_timber_header_outer_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_top_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_base_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_header_center_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_top_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_base_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_split_header_center_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_angle_base_left,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_angle_base_right,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_bottom_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_bottom_left_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_lower_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_lower_left_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_upper_left_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_upper_left_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_bottom_right_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_bottom_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_lower_right_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_lower_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_upper_right_1,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
clip_horizontal_upper_right_2,part,101.6,53.35524,53.35524,"Purchased ML24Z; six separately purchased SDS25112 screws; Manufacturer nominal geometry; actual fit, installation and resistance unqualified; NOT build-ready"
light_A1,light,12.699999999999932,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A2,light,12.699999999999932,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A3,light,12.699999999999932,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A4,light,12.699999999999932,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A5,light,12.699999999999932,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A6,light,12.699999999999932,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A7,light,12.699999999999932,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A8,light,12.699999999999932,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A9,light,12.699999999999932,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A10,light,12.699999999999932,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A11,light,12.699999999999932,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_A12,light,12.699999999999932,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_B12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C6,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C7,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C8,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C9,light,12.700000000000045,31.341034825137626,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C10,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C11,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_C12,light,12.700000000000045,31.34103482513774,29.177107043189608,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_D1,light,12.700000000000045,31.34103482513763,29.177107043189352,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_D2,light,12.700000000000045,31.34103482513764,29.17710704318938,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_D3,light,12.700000000000045,31.341034825137598,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_D4,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
light_D5,light,12.700000000000045,31.341034825137626,29.177107043189267,"Provisional light envelope; unknown mass excluded; 56 SPAX structural panel/kicker screws; future inserts optional and unqualified; 38.1 mm LED passages in nominal 2x6 stock, 25.4 mm in other stock; frame, connections, residual sections and stability unqualified; NOT build-ready"
