part,center_x_mm,center_y_mm,center_z_mm,dominant_axis_x,dominant_axis_y,dominant_axis_z,world_aabb_x_mm,world_aabb_y_mm,world_aabb_z_mm,datum
rail_5_standoff_upper_130,-85.000,847.383,1312.329,-0.000000,0.642788,0.766044,60.000,79.001,84.424,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_5_standoff_upper_630,-85.000,1168.777,1695.352,-0.000000,0.642788,0.766044,60.000,79.001,84.424,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_1_standoff_main_seam,-1188.000,738.109,1182.102,-0.000000,0.642788,0.766044,60.000,143.279,161.028,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_2_standoff_main_seam,-346.500,738.109,1182.102,-0.000000,0.642788,0.766044,60.000,143.279,161.028,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_3_standoff_main_seam,466.300,738.109,1182.102,-0.000000,0.642788,0.766044,60.000,143.279,161.028,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_4_standoff_main_seam,1188.000,738.109,1182.102,-0.000000,0.642788,0.766044,60.000,143.279,161.028,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_5_standoff_main_seam,-118.000,738.109,1182.102,-0.000000,0.642788,0.766044,60.000,143.279,161.028,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
kicker_blank_extension_backing_left,-609.600,18.000,37.500,1.000000,-0.000000,-0.000000,1219.200,36.000,75.000,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
kicker_main_seam_gusset_left,-1237.200,72.212,295.719,-0.000000,0.433814,0.901003,36.000,257.115,467.988,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
kicker_blank_extension_backing_right,609.600,18.000,37.500,1.000000,-0.000000,-0.000000,1219.200,36.000,75.000,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
kicker_main_seam_gusset_right,1237.200,72.212,295.719,-0.000000,0.433814,0.901003,36.000,257.115,467.988,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
kicker_blank_extension_backing_seam_splice,0.000,54.000,37.500,1.000000,-0.000000,-0.000000,400.000,36.000,75.000,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_low_left,-654.600,1261.711,351.257,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_low_right,654.600,1261.711,351.257,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_splice_low,0.000,1238.571,323.679,1.000000,-0.000000,-0.000000,400.000,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_mid_left,-654.600,1133.864,702.513,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_mid_right,654.600,1133.864,702.513,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_splice_mid,0.000,1110.724,674.936,1.000000,-0.000000,-0.000000,400.000,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_top_left,-654.600,1006.017,1053.770,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_top_right,654.600,1006.017,1053.770,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rear_tie_splice_top,0.000,982.877,1026.192,1.000000,-0.000000,-0.000000,400.000,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_low_left,-654.600,101.227,647.120,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_low_right,654.600,101.227,647.120,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_splice_low,-0.000,78.087,619.542,1.000000,-0.000000,-0.000000,400.000,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_mid_left,-654.600,486.900,1106.746,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_mid_right,654.600,486.900,1106.746,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_splice_mid,-0.000,463.759,1079.169,1.000000,-0.000000,-0.000000,400.000,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_top_left,-654.600,872.572,1566.373,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_top_right,654.600,872.572,1566.373,1.000000,-0.000000,-0.000000,1309.200,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
rail_cross_tie_splice_top,0.000,849.432,1538.795,1.000000,-0.000000,-0.000000,400.000,161.028,143.279,"O: board centerline / kicker-face plane / finished-floor plane; +X right facing board, +Y rearward, +Z upward; center and axis are world coordinates"
